Longitud,Latitud,weighted_adjusted_score
-1.63773,47.20003,0.25
-1.63773,47.20003,0.25
-1.63773,47.20003,0.25
-1.63218,47.19471,0.25
-1.63218,47.19471,0.25
-1.63218,47.19471,0.25
-1.63218,47.19471,0.25
-1.63218,47.19471,0.25
-1.65512,47.23413,0.25
-1.65512,47.23413,0.25
-1.65512,47.23413,0.25
-1.65512,47.23413,0.25
-1.65512,47.23413,0.25
-1.63694,47.19871,0.25
-1.63694,47.19871,0.25
-1.63694,47.19871,0.25
-1.63694,47.19871,0.25
-1.63694,47.19871,0.25
-1.64077,47.19386,0.25
-1.64077,47.19386,0.25
-1.64077,47.19386,0.25
-1.64077,47.19386,0.25
-1.64077,47.19386,0.25
-1.66101,47.2155,0.25
-1.66101,47.2155,0.25
-1.66101,47.2155,0.25
-1.66101,47.2155,0.25
-1.66101,47.2155,0.25
-1.64223,47.2296,0.25
-1.64223,47.2296,0.25
-1.64223,47.2296,0.25
-1.64223,47.2296,0.25
-1.64223,47.2296,0.25
-1.62544,47.19607,0.25
-1.62544,47.19607,0.25
-1.62544,47.19607,0.25
-1.62544,47.19607,0.25
-1.62544,47.19607,0.25
-1.64314,47.23509,0.25
-1.64314,47.23509,0.25
-1.64314,47.23509,0.25
-1.64314,47.23509,0.25
-1.64314,47.23509,0.25
-1.63155,47.22442,0.25
-1.63155,47.22442,0.25
-1.63155,47.22442,0.25
-1.63155,47.22442,0.25
-1.63155,47.22442,0.25
-1.60699,47.24649,0.25
-1.60699,47.24649,0.25
-1.60699,47.24649,0.25
-1.60699,47.24649,0.25
-1.60699,47.24649,0.25
-1.63292,47.22436,0.25
-1.63292,47.22436,0.25
-1.63292,47.22436,0.25
-1.63292,47.22436,0.25
-1.63292,47.22436,0.25
-1.62624,47.19893,0.25
-1.62624,47.19893,0.25
-1.62624,47.19893,0.25
-1.62624,47.19893,0.25
-1.62624,47.19893,0.25
-1.63777,47.22108,0.25
-1.63777,47.22108,0.25
-1.63777,47.22108,0.25
-1.63777,47.22108,0.25
-1.63777,47.22108,0.25
-1.63835,47.19471,0.25
-1.63835,47.19471,0.25
-1.63835,47.19471,0.25
-1.63835,47.19471,0.25
-1.63835,47.19471,0.25
-1.63112,47.20407,0.25
-1.63112,47.20407,0.25
-1.63112,47.20407,0.25
-1.63112,47.20407,0.25
-1.63112,47.20407,0.25
-1.64461,47.21946,0.25
-1.64461,47.21946,0.25
-1.64461,47.21946,0.25
-1.64461,47.21946,0.25
-1.64461,47.21946,0.25
-1.63777,47.22108,0.25
-1.63777,47.22108,0.25
-1.63777,47.22108,0.25
-1.63777,47.22108,0.25
-1.63777,47.22108,0.25
-1.64049,47.23605,0.25
-1.64049,47.23605,0.25
-1.64049,47.23605,0.25
-1.64049,47.23605,0.25
-1.64049,47.23605,0.25
-1.63437,47.22611,0.25
-1.63437,47.22611,0.25
-1.63437,47.22611,0.25
-1.63437,47.22611,0.25
-1.63437,47.22611,0.25
-1.63161,47.20152,0.25
-1.63161,47.20152,0.25
-1.63161,47.20152,0.25
-1.63161,47.20152,0.25
-1.63161,47.20152,0.25
-1.63072,47.20126,0.25
-1.63072,47.20126,0.25
-1.63072,47.20126,0.25
-1.63072,47.20126,0.25
-1.63072,47.20126,0.25
-1.63605,47.20007,0.25
-1.63605,47.20007,0.25
-1.63605,47.20007,0.25
-1.63605,47.20007,0.25
-1.63605,47.20007,0.25
-1.63813,47.22618,0.25
-1.63813,47.22618,0.25
-1.63813,47.22618,0.25
-1.63813,47.22618,0.25
-1.63813,47.22618,0.25
-1.64313,47.19797,0.25
-1.64313,47.19797,0.25
-1.64313,47.19797,0.25
-1.64313,47.19797,0.25
-1.64313,47.19797,0.25
-1.62438,47.19758,0.25
-1.62438,47.19758,0.25
-1.62438,47.19758,0.25
-1.62438,47.19758,0.25
-1.62438,47.19758,0.25
-2.15244,47.24464,0.25
-2.15136,47.24124,0.25
-2.15426,47.26911,0.25
-2.13776,47.248,0.25
-1.6007,47.19761,0.25
-1.6007,47.19761,0.25
-1.6007,47.19761,0.25
-1.6007,47.19761,0.25
-1.6007,47.19761,0.25
-1.6007,47.19761,0.25
-1.6007,47.19761,0.125
-1.54546,47.2037,0.25
-1.54546,47.2037,0.25
-1.54546,47.2037,0.25
-1.54546,47.2037,0.25
-1.54546,47.2037,0.25
-1.54546,47.2037,0.25
-1.54546,47.2037,0.125
-1.59774,47.19499,0.25
-1.59774,47.19499,0.25
-1.59774,47.19499,0.25
-1.59774,47.19499,0.25
-1.59774,47.19499,0.25
-1.59774,47.19499,0.25
-1.59774,47.19499,0.125
-1.56504,47.20092,0.25
-1.56504,47.20092,0.25
-1.56504,47.20092,0.25
-1.56504,47.20092,0.25
-1.56504,47.20092,0.25
-1.56504,47.20092,0.25
-1.56504,47.20092,0.125
-1.62077,47.19097,0.25
-1.62077,47.19097,0.25
-1.62077,47.19097,0.25
-1.62077,47.19097,0.25
-1.62077,47.19097,0.25
-1.62077,47.19097,0.25
-1.62077,47.19097,0.125
-1.58844,47.19844,0.25
-1.58844,47.19844,0.25
-1.58844,47.19844,0.25
-1.58844,47.19844,0.25
-1.58844,47.19844,0.25
-1.58844,47.19844,0.25
-1.58844,47.19844,0.125
-1.55061,47.20937,0.25
-1.55061,47.20937,0.25
-1.55061,47.20937,0.25
-1.55061,47.20937,0.25
-1.55061,47.20937,0.25
-1.55061,47.20937,0.25
-1.55061,47.20937,0.125
-1.52378,47.24908,0.25
-1.52378,47.24908,0.25
-1.52378,47.24908,0.25
-1.52378,47.24908,0.25
-1.52378,47.24908,0.25
-1.52378,47.24908,0.25
-1.52378,47.24908,0.125
-1.60015,47.1889,0.25
-1.60015,47.1889,0.25
-1.60015,47.1889,0.25
-1.60015,47.1889,0.25
-1.60015,47.1889,0.25
-1.60015,47.1889,0.25
-1.60015,47.1889,0.125
-1.5206,47.2522,0.25
-1.5206,47.2522,0.25
-1.5206,47.2522,0.25
-1.5206,47.2522,0.25
-1.5206,47.2522,0.25
-1.5206,47.2522,0.25
-1.5206,47.2522,0.125
-1.51529,47.25097,0.25
-1.51529,47.25097,0.25
-1.51529,47.25097,0.25
-1.51529,47.25097,0.25
-1.51529,47.25097,0.25
-1.51529,47.25097,0.25
-1.51529,47.25097,0.125
-1.53652,47.20452,0.25
-1.53652,47.20452,0.25
-1.53652,47.20452,0.25
-1.53652,47.20452,0.25
-1.53652,47.20452,0.25
-1.53652,47.20452,0.25
-1.53652,47.20452,0.125
-1.55431,47.20137,0.25
-1.55431,47.20137,0.25
-1.55431,47.20137,0.25
-1.55431,47.20137,0.25
-1.55431,47.20137,0.25
-1.55431,47.20137,0.25
-1.55431,47.20137,0.125
-1.51474,47.2761,0.25
-1.51474,47.2761,0.25
-1.51474,47.2761,0.25
-1.51474,47.2761,0.25
-1.51474,47.2761,0.25
-1.51474,47.2761,0.25
-1.51474,47.2761,0.125
-1.55617,47.20036,0.25
-1.55617,47.20036,0.25
-1.55617,47.20036,0.25
-1.55617,47.20036,0.25
-1.55617,47.20036,0.25
-1.55617,47.20036,0.25
-1.55617,47.20036,0.125
-1.55282,47.25372,0.25
-1.55282,47.25372,0.25
-1.55282,47.25372,0.25
-1.55282,47.25372,0.25
-1.55282,47.25372,0.25
-1.55282,47.25372,0.25
-1.55282,47.25372,0.125
-1.6293,47.1907,0.25
-1.6293,47.1907,0.25
-1.6293,47.1907,0.25
-1.6293,47.1907,0.25
-1.6293,47.1907,0.25
-1.6293,47.1907,0.25
-1.6293,47.1907,0.125
-1.50431,47.22556,0.25
-1.50431,47.22556,0.25
-1.50431,47.22556,0.25
-1.50431,47.22556,0.25
-1.50431,47.22556,0.25
-1.50431,47.22556,0.25
-1.50431,47.22556,0.125
-1.53751,47.19699,0.25
-1.53751,47.19699,0.25
-1.53751,47.19699,0.25
-1.53751,47.19699,0.25
-1.53751,47.19699,0.25
-1.53751,47.19699,0.25
-1.53751,47.19699,0.125
-1.52777,47.25321,0.25
-1.52777,47.25321,0.25
-1.52777,47.25321,0.25
-1.52777,47.25321,0.25
-1.52777,47.25321,0.25
-1.52777,47.25321,0.25
-1.52777,47.25321,0.125
-1.55814,47.20553,0.25
-1.55814,47.20553,0.25
-1.55814,47.20553,0.25
-1.55814,47.20553,0.25
-1.55814,47.20553,0.25
-1.55814,47.20553,0.25
-1.55814,47.20553,0.125
-1.54828,47.23393,0.25
-1.54828,47.23393,0.25
-1.54828,47.23393,0.25
-1.54828,47.23393,0.25
-1.54828,47.23393,0.25
-1.54828,47.23393,0.25
-1.54828,47.23393,0.125
-1.60403,47.18986,0.25
-1.60403,47.18986,0.25
-1.60403,47.18986,0.25
-1.60403,47.18986,0.25
-1.60403,47.18986,0.25
-1.60403,47.18986,0.25
-1.60403,47.18986,0.125
-1.52605,47.25241,0.25
-1.52605,47.25241,0.25
-1.52605,47.25241,0.25
-1.52605,47.25241,0.25
-1.52605,47.25241,0.25
-1.52605,47.25241,0.25
-1.52605,47.25241,0.125
-1.61649,47.19132,0.25
-1.61649,47.19132,0.25
-1.61649,47.19132,0.25
-1.61649,47.19132,0.25
-1.61649,47.19132,0.25
-1.61649,47.19132,0.25
-1.61649,47.19132,0.125
-1.61726,47.18736,0.25
-1.61726,47.18736,0.25
-1.61726,47.18736,0.25
-1.61726,47.18736,0.25
-1.61726,47.18736,0.25
-1.61726,47.18736,0.25
-1.61726,47.18736,0.125
-1.51307,47.18732,0.25
-1.51307,47.18732,0.25
-1.51307,47.18732,0.25
-1.51307,47.18732,0.25
-1.51307,47.18732,0.25
-1.51307,47.18732,0.25
-1.51307,47.18732,0.125
-1.49691,47.22994,0.25
-1.49691,47.22994,0.25
-1.49691,47.22994,0.25
-1.49691,47.22994,0.25
-1.49691,47.22994,0.25
-1.49691,47.22994,0.25
-1.49691,47.22994,0.125
-1.60142,47.19528,0.25
-1.60142,47.19528,0.25
-1.60142,47.19528,0.25
-1.60142,47.19528,0.25
-1.60142,47.19528,0.25
-1.60142,47.19528,0.25
-1.60142,47.19528,0.125
-1.5515,47.20082,0.25
-1.5515,47.20082,0.25
-1.5515,47.20082,0.25
-1.5515,47.20082,0.25
-1.5515,47.20082,0.25
-1.5515,47.20082,0.25
-1.5515,47.20082,0.125
-1.60417,47.20774,0.25
-1.60417,47.20774,0.25
-1.60417,47.20774,0.25
-1.60417,47.20774,0.25
-1.60417,47.20774,0.25
-1.60417,47.20774,0.25
-1.60417,47.20774,0.125
-1.4907,47.23733,0.25
-1.4907,47.23733,0.25
-1.4907,47.23733,0.25
-1.4907,47.23733,0.25
-1.4907,47.23733,0.25
-1.4907,47.23733,0.25
-1.4907,47.23733,0.125
-1.5048,47.2549,0.25
-1.5048,47.2549,0.25
-1.5048,47.2549,0.25
-1.5048,47.2549,0.25
-1.5048,47.2549,0.25
-1.5048,47.2549,0.25
-1.5048,47.2549,0.125
-1.60143,47.19856,0.25
-1.60143,47.19856,0.25
-1.60143,47.19856,0.25
-1.60143,47.19856,0.25
-1.60143,47.19856,0.25
-1.60143,47.19856,0.25
-1.60143,47.19856,0.125
-1.58433,47.20355,0.25
-1.58433,47.20355,0.25
-1.58433,47.20355,0.25
-1.58433,47.20355,0.25
-1.58433,47.20355,0.25
-1.58433,47.20355,0.25
-1.58433,47.20355,0.125
-1.61177,47.1963,0.25
-1.61177,47.1963,0.25
-1.61177,47.1963,0.25
-1.61177,47.1963,0.25
-1.61177,47.1963,0.25
-1.61177,47.1963,0.25
-1.61177,47.1963,0.125
-1.63021,47.19061,0.25
-1.63021,47.19061,0.25
-1.63021,47.19061,0.25
-1.63021,47.19061,0.25
-1.63021,47.19061,0.25
-1.63021,47.19061,0.25
-1.63021,47.19061,0.125
-1.51518,47.21893,0.25
-1.51518,47.21893,0.25
-1.51518,47.21893,0.25
-1.51518,47.21893,0.25
-1.51518,47.21893,0.25
-1.51518,47.21893,0.25
-1.51518,47.21893,0.125
-1.52313,47.2505,0.25
-1.52313,47.2505,0.25
-1.52313,47.2505,0.25
-1.52313,47.2505,0.25
-1.52313,47.2505,0.25
-1.52313,47.2505,0.25
-1.52313,47.2505,0.125
-1.60367,47.19738,0.25
-1.60367,47.19738,0.25
-1.60367,47.19738,0.25
-1.60367,47.19738,0.25
-1.60367,47.19738,0.25
-1.60367,47.19738,0.25
-1.60367,47.19738,0.125
-1.50543,47.22441,0.25
-1.50543,47.22441,0.25
-1.50543,47.22441,0.25
-1.50543,47.22441,0.25
-1.50543,47.22441,0.25
-1.50543,47.22441,0.25
-1.50543,47.22441,0.125
-1.60778,47.19645,0.25
-1.60778,47.19645,0.25
-1.60778,47.19645,0.25
-1.60778,47.19645,0.25
-1.60778,47.19645,0.25
-1.60778,47.19645,0.25
-1.60778,47.19645,0.125
-1.52545,47.24936,0.25
-1.52545,47.24936,0.25
-1.52545,47.24936,0.25
-1.52545,47.24936,0.25
-1.52545,47.24936,0.25
-1.52545,47.24936,0.25
-1.52545,47.24936,0.125
-1.62136,47.18922,0.25
-1.62136,47.18922,0.25
-1.62136,47.18922,0.25
-1.62136,47.18922,0.25
-1.62136,47.18922,0.25
-1.62136,47.18922,0.25
-1.62136,47.18922,0.125
-1.60432,47.19492,0.25
-1.60432,47.19492,0.25
-1.60432,47.19492,0.25
-1.60432,47.19492,0.25
-1.60432,47.19492,0.25
-1.60432,47.19492,0.25
-1.60432,47.19492,0.125
-1.61668,47.1896,0.25
-1.61668,47.1896,0.25
-1.61668,47.1896,0.25
-1.61668,47.1896,0.25
-1.61668,47.1896,0.25
-1.61668,47.1896,0.25
-1.61668,47.1896,0.125
-1.54897,47.23093,0.25
-1.54897,47.23093,0.25
-1.54897,47.23093,0.25
-1.54897,47.23093,0.25
-1.54897,47.23093,0.25
-1.54897,47.23093,0.25
-1.54897,47.23093,0.125
-1.60045,47.18988,0.25
-1.60045,47.18988,0.25
-1.60045,47.18988,0.25
-1.60045,47.18988,0.25
-1.60045,47.18988,0.25
-1.60045,47.18988,0.25
-1.60045,47.18988,0.125
-1.50816,47.26143,0.25
-1.50816,47.26143,0.25
-1.50816,47.26143,0.25
-1.50816,47.26143,0.25
-1.50816,47.26143,0.25
-1.50816,47.26143,0.25
-1.50816,47.26143,0.125
-1.61181,47.19928,0.25
-1.61181,47.19928,0.25
-1.61181,47.19928,0.25
-1.61181,47.19928,0.25
-1.61181,47.19928,0.25
-1.61181,47.19928,0.25
-1.61181,47.19928,0.125
-1.53703,47.20767,0.25
-1.53703,47.20767,0.25
-1.53703,47.20767,0.25
-1.53703,47.20767,0.25
-1.53703,47.20767,0.25
-1.53703,47.20767,0.25
-1.53703,47.20767,0.125
-1.59597,47.19628,0.25
-1.59597,47.19628,0.25
-1.59597,47.19628,0.25
-1.59597,47.19628,0.25
-1.59597,47.19628,0.25
-1.59597,47.19628,0.25
-1.59597,47.19628,0.125
-1.50316,47.22109,0.25
-1.50316,47.22109,0.25
-1.50316,47.22109,0.25
-1.50316,47.22109,0.25
-1.50316,47.22109,0.25
-1.50316,47.22109,0.25
-1.50316,47.22109,0.125
-1.55825,47.20196,0.25
-1.55825,47.20196,0.25
-1.55825,47.20196,0.25
-1.55825,47.20196,0.25
-1.55825,47.20196,0.25
-1.55825,47.20196,0.25
-1.55825,47.20196,0.125
-2.19586,47.28497,0.25
-2.19586,47.28497,0.25
-2.29169,47.29069,0.25
-2.29169,47.29069,0.25
-2.18659,47.29734,0.25
-2.18659,47.29734,0.25
-2.19498,47.2777,0.25
-2.19498,47.2777,0.25
-2.2962,47.3,0.25
-2.2962,47.3,0.25
-2.20293,47.28292,0.25
-2.20293,47.28292,0.25
-2.18781,47.29663,0.25
-2.18781,47.29663,0.25
-2.29383,47.2911,0.25
-2.29383,47.2911,0.25
-2.1948,47.28526,0.25
-2.1948,47.28526,0.25
-2.23494,47.29636,0.25
-2.23494,47.29636,0.25
-2.29628,47.29997,0.25
-2.29628,47.29997,0.25
-2.29549,47.28926,0.25
-2.29549,47.28926,0.25
-2.29133,47.2921,0.25
-2.29133,47.2921,0.25
-2.26976,47.26335,0.25
-2.26976,47.26335,0.25
-2.18502,47.29254,0.25
-2.18502,47.29254,0.25
-2.20251,47.27935,0.25
-2.20251,47.27935,0.25
-2.19289,47.28768,0.25
-2.19289,47.28768,0.25
-2.20044,47.28616,0.25
-2.20044,47.28616,0.25
-2.20035,47.28164,0.25
-2.20035,47.28164,0.25
-2.24,47.29626,0.25
-2.24,47.29626,0.25
-2.23339,47.29675,0.25
-2.23339,47.29675,0.25
-2.24453,47.31358,0.25
-2.24453,47.31358,0.25
-2.29589,47.29116,0.25
-2.29589,47.29116,0.25
-2.29765,47.29029,0.25
-2.29765,47.29029,0.25
-2.1929,47.28812,0.25
-2.1929,47.28812,0.25
-2.30354,47.28993,0.25
-2.30354,47.28993,0.25
-2.18467,47.29639,0.25
-2.18467,47.29639,0.25
-2.29667,47.29991,0.25
-2.29667,47.29991,0.25
-2.28584,47.26519,0.25
-2.28584,47.26519,0.25
-2.29868,47.29206,0.25
-2.29868,47.29206,0.25
-2.15946,47.32245,0.25
-2.15946,47.32245,0.25
-2.14233,47.30293,0.25
-2.14233,47.30293,0.25
-2.12172,47.30522,0.25
-2.12172,47.30522,0.25
-2.1301,47.32476,0.25
-2.1301,47.32476,0.25
-2.13556,47.30854,0.25
-2.13556,47.30854,0.25
-2.1579,47.32499,0.25
-2.1579,47.32499,0.25
-2.11546,47.3142,0.25
-2.11546,47.3142,0.25
-2.15115,47.31987,0.25
-2.15115,47.31987,0.25
-2.11091,47.31418,0.25
-2.11091,47.31418,0.25
-2.11797,47.32645,0.25
-2.11797,47.32645,0.25
-2.12129,47.32489,0.25
-2.12129,47.32489,0.25
-2.15946,47.32244,0.25
-2.15946,47.32244,0.25
-2.1253,47.30493,0.25
-2.1253,47.30493,0.25
-2.13093,47.30353,0.25
-2.13093,47.30353,0.25
-2.12575,47.30859,0.25
-2.12575,47.30859,0.25
-2.11485,47.31805,0.25
-2.11485,47.31805,0.25
-2.13274,47.30333,0.25
-2.13274,47.30333,0.25
-2.11786,47.3058,0.25
-2.11786,47.3058,0.25
-2.12911,47.30543,0.25
-2.12911,47.30543,0.25
-2.10846,47.30641,0.25
-2.10846,47.30641,0.25
-2.1391,47.30665,0.25
-2.1391,47.30665,0.25
-2.11894,47.32448,0.25
-2.11894,47.32448,0.25
-2.12975,47.30586,0.25
-2.12975,47.30586,0.25
-2.12481,47.30481,0.25
-2.12481,47.30481,0.25
-2.15173,47.31948,0.25
-2.15173,47.31948,0.25
-2.1293,47.3102,0.25
-2.1293,47.3102,0.25
-2.1486,47.29855,0.25
-2.1486,47.29855,0.25
-2.13324,47.32501,0.25
-2.13324,47.32501,0.25
-2.13587,47.30936,0.25
-2.13587,47.30936,0.25
-2.14777,47.32158,0.25
-2.14777,47.32158,0.25
-2.16894,47.31367,0.25
-2.16894,47.31367,0.25
-2.11346,47.30751,0.25
-2.11346,47.30751,0.25
-2.17181,47.31335,0.25
-2.17181,47.31335,0.25
-2.14095,47.31848,0.25
-2.14095,47.31848,0.25
-2.40407,47.28641,0.25
-1.58881,47.18881,0.25
-1.58881,47.18881,0.25
-1.58334,47.19036,0.25
-1.58334,47.19036,0.25
-1.55434,47.15768,0.25
-1.55434,47.15768,0.25
-1.55579,47.19397,0.25
-1.55579,47.19397,0.25
-1.55031,47.19538,0.25
-1.55031,47.19538,0.25
-1.56258,47.19432,0.25
-1.56258,47.19432,0.25
-1.53291,47.15816,0.25
-1.53291,47.15816,0.25
-1.53905,47.15275,0.25
-1.53905,47.15275,0.25
-1.55129,47.19549,0.25
-1.55129,47.19549,0.25
-1.58669,47.19026,0.25
-1.58669,47.19026,0.25
-1.55715,47.19475,0.25
-1.55715,47.19475,0.25
-1.55195,47.15587,0.25
-1.55195,47.15587,0.25
-1.53862,47.15831,0.25
-1.53862,47.15831,0.25
-1.58628,47.18941,0.25
-1.58628,47.18941,0.25
-1.38832,47.24411,0.25
-1.37544,47.26195,0.25
-1.66058,47.64639,0.25
-1.68822,47.69208,0.25
-1.66957,47.66346,0.25
-1.63376,47.67174,0.25
-1.66446,47.64466,0.25
-1.6178,47.67268,0.25
-1.69972,47.64398,0.25
-1.69442,47.64902,0.25
-1.70309,47.68769,0.25
-1.667,47.6936,0.25
-1.64866,47.67719,0.25
-1.6986,47.65175,0.25
-1.70657,47.68235,0.25
-1.69971,47.65613,0.25
-1.72647,47.63863,0.25
-1.66487,47.64262,0.25
-1.66289,47.64691,0.25
-1.63786,47.64508,0.25
-1.70538,47.66901,0.25
-1.69511,47.65392,0.25
-1.66486,47.68886,0.25
-1.68432,47.68489,0.25
-1.71221,47.61569,0.25
-1.60952,47.01653,0.25
-1.67534,47.03063,0.25
-1.64894,47.02002,0.25
-1.68899,47.02894,0.25
-1.63348,47.05309,0.25
-1.39159,47.70717,0.25
-1.39159,47.70717,0.25
-1.33632,47.72652,0.25
-1.33632,47.72652,0.25
-1.35279,47.71367,0.25
-1.35279,47.71367,0.25
-1.35736,47.74287,0.25
-1.35736,47.74287,0.25
-1.38439,47.71979,0.25
-1.38439,47.71979,0.25
-1.39489,47.70225,0.25
-1.39489,47.70225,0.25
-1.4054,47.70492,0.25
-1.4054,47.70492,0.25
-1.38061,47.70415,0.25
-1.38061,47.70415,0.25
-1.3952,47.70655,0.25
-1.3952,47.70655,0.25
-1.35773,47.72044,0.25
-1.35773,47.72044,0.25
-1.35828,47.74443,0.25
-1.35828,47.74443,0.25
-1.40416,47.70379,0.25
-1.40416,47.70379,0.25
-1.40314,47.70356,0.25
-1.40314,47.70356,0.25
-1.37898,47.70803,0.25
-1.37898,47.70803,0.25
-1.22371,47.21362,0.25
-1.22389,47.21085,0.25
-1.27395,47.16286,0.25
-1.23695,47.17328,0.25
-1.24542,47.17348,0.25
-1.26256,47.17932,0.25
-1.26552,47.17994,0.25
-1.2015,47.20666,0.25
-1.26587,47.17993,0.25
-1.26088,47.16409,0.25
-2.19034,47.32108,0.25
-2.20951,47.30359,0.25
-2.20009,47.29678,0.25
-2.19078,47.31561,0.25
-2.18216,47.30975,0.25
-1.43195,47.42538,0.25
-1.44502,47.38051,0.25
-1.43601,47.3857,0.25
-1.43346,47.42705,0.25
-0.89291,46.97857,0.25
-0.89291,46.97857,0.25
-0.89291,46.97857,0.25
-0.85322,47.06604,0.25
-0.85322,47.06604,0.25
-0.85322,47.06604,0.25
-0.84653,47.06396,0.25
-0.84653,47.06396,0.25
-0.84653,47.06396,0.25
-0.84525,47.06701,0.25
-0.84525,47.06701,0.25
-0.84525,47.06701,0.25
-0.91953,47.03086,0.25
-0.91953,47.03086,0.25
-0.91953,47.03086,0.25
-0.85372,47.06548,0.25
-0.85372,47.06548,0.25
-0.85372,47.06548,0.25
-0.92064,47.04089,0.25
-0.92064,47.04089,0.25
-0.92064,47.04089,0.25
-0.91365,47.04089,0.25
-0.91365,47.04089,0.25
-0.91365,47.04089,0.25
-0.8528,47.07105,0.25
-0.8528,47.07105,0.25
-0.8528,47.07105,0.25
-0.91984,47.0456,0.25
-0.91984,47.0456,0.25
-0.91984,47.0456,0.25
-0.83627,47.06419,0.25
-0.83627,47.06419,0.25
-0.83627,47.06419,0.25
-0.91561,47.03557,0.25
-0.91561,47.03557,0.25
-0.91561,47.03557,0.25
-0.85668,47.05693,0.25
-0.85668,47.05693,0.25
-0.85668,47.05693,0.25
-0.87291,47.07273,0.25
-0.87291,47.07273,0.25
-0.87291,47.07273,0.25
-0.92718,47.01767,0.25
-0.92718,47.01767,0.25
-0.92718,47.01767,0.25
-0.88213,47.07833,0.25
-0.88213,47.07833,0.25
-0.88213,47.07833,0.25
-0.91844,47.04322,0.25
-0.91844,47.04322,0.25
-0.91844,47.04322,0.25
-0.92268,47.02933,0.25
-0.92268,47.02933,0.25
-0.92268,47.02933,0.25
-0.86063,47.06891,0.25
-0.86063,47.06891,0.25
-0.86063,47.06891,0.25
-0.92215,47.03135,0.25
-0.92215,47.03135,0.25
-0.92215,47.03135,0.25
-0.91105,47.0674,0.25
-0.91105,47.0674,0.25
-0.91105,47.0674,0.25
-0.84963,47.06815,0.25
-0.84963,47.06815,0.25
-0.84963,47.06815,0.25
-0.87128,47.07152,0.25
-0.87128,47.07152,0.25
-0.87128,47.07152,0.25
-0.84431,47.07257,0.25
-0.84431,47.07257,0.25
-0.84431,47.07257,0.25
-0.84407,47.06866,0.25
-0.84407,47.06866,0.25
-0.84407,47.06866,0.25
-0.84933,47.06602,0.25
-0.84933,47.06602,0.25
-0.84933,47.06602,0.25
-0.87454,47.07349,0.25
-0.87454,47.07349,0.25
-0.87454,47.07349,0.25
-0.92002,47.04165,0.25
-0.92002,47.04165,0.25
-0.92002,47.04165,0.25
-0.84282,47.07006,0.25
-0.84282,47.07006,0.25
-0.84282,47.07006,0.25
-0.93723,47.03562,0.25
-0.93723,47.03562,0.25
-0.93723,47.03562,0.25
-0.92016,47.03057,0.25
-0.92016,47.03057,0.25
-0.92016,47.03057,0.25
-0.85009,47.07124,0.25
-0.85009,47.07124,0.25
-0.85009,47.07124,0.25
-0.91871,47.04118,0.25
-0.91871,47.04118,0.25
-0.91871,47.04118,0.25
-0.91978,47.03336,0.25
-0.91978,47.03336,0.25
-0.91978,47.03336,0.25
-0.83612,47.06816,0.25
-0.83612,47.06816,0.25
-0.83612,47.06816,0.25
-0.87787,47.04539,0.25
-0.87787,47.04539,0.25
-0.87787,47.04539,0.25
-0.87787,47.04539,0.25
-0.87787,47.04539,0.25
-0.87787,47.04539,0.25
-0.87153,47.07229,0.25
-0.87153,47.07229,0.25
-0.87153,47.07229,0.25
-0.81817,47.05644,0.25
-0.81817,47.05644,0.25
-0.81817,47.05644,0.25
-0.8301,47.06706,0.25
-0.8301,47.06706,0.25
-0.8301,47.06706,0.25
-1.16698,47.35807,0.25
-1.22563,47.24867,0.25
-1.23851,47.2674,0.25
-1.2281,47.27231,0.25
-1.19191,47.2621,0.25
-1.20808,47.26498,0.25
-1.18231,47.28595,0.25
-1.1814,47.28471,0.25
-1.31851,47.31006,0.25
-1.1634,47.32046,0.25
-1.18178,47.28528,0.25
-1.18134,47.28704,0.25
-1.14583,47.34217,0.25
-1.16332,47.32035,0.25
-1.18728,47.30929,0.25
-1.2067,47.3021,0.25
-1.24723,47.30539,0.25
-1.24919,47.31971,0.25
-1.24108,47.2527,0.25
-1.20449,47.27225,0.25
-1.26737,47.2688,0.25
-1.17325,47.25513,0.25
-0.11881,47.38734,0.25
-0.09103,47.36892,0.25
-0.09139,47.37008,0.25
-0.11483,47.40925,0.25
-0.12951,47.35819,0.25
-0.08878,47.36784,0.25
-0.09144,47.36963,0.25
-0.09071,47.36638,0.25
-0.14057,47.37615,0.25
-0.09478,47.36892,0.25
-0.10795,47.34917,0.25
-0.51615,47.458,0.25
-0.51615,47.458,0.25
-0.51615,47.458,0.125
-0.51963,47.47482,0.25
-0.51963,47.47482,0.25
-0.51963,47.47482,0.125
-0.52063,47.47629,0.25
-0.52063,47.47629,0.25
-0.52063,47.47629,0.125
-0.55493,47.4885,0.25
-0.55493,47.4885,0.25
-0.55493,47.4885,0.125
-0.57427,47.45847,0.25
-0.57427,47.45847,0.25
-0.57427,47.45847,0.125
-0.5529,47.48941,0.25
-0.5529,47.48941,0.25
-0.5529,47.48941,0.125
-0.5139,47.50285,0.25
-0.5139,47.50285,0.25
-0.5139,47.50285,0.125
-0.57663,47.45438,0.25
-0.57663,47.45438,0.25
-0.57663,47.45438,0.125
-0.5565,47.47936,0.25
-0.5565,47.47936,0.25
-0.5565,47.47936,0.125
-0.50238,47.48167,0.25
-0.50238,47.48167,0.25
-0.50238,47.48167,0.125
-0.5168,47.50192,0.25
-0.5168,47.50192,0.25
-0.5168,47.50192,0.125
-0.54956,47.44265,0.25
-0.54956,47.44265,0.25
