code_activite_icpe,origine_pollution,type_pollution,produits,etat_site,code_insee
J1,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,61169
,Dépôt sauvage de déchets,"Dépôt de produits divers, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,61375
,Origine accidentelle,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,61006
H11,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,61391
,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,61007
H11,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,61278
,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,61484
D3,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,61096
E2,,,", , , , , , , , , , , , , , , , , , , , , , , , , ",,61491
,,,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,61007
G24,Liquidation ou cessation d'activité,"Dépôt de déchets, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,61070
G24,Dépôt sauvage de déchets,Dépôt enterré,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,61007
H13,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,61006
H13,Liquidation ou cessation d'activité,"Dépôt de déchets, Dépôt de produits divers",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,61043
,,Dépôt enterré,", , , , , , , , , , , , , , , , , , , , , , , , , ",,61486
,,,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,61007
,,,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,61447
J5,Pollution due au fonctionnement de l'installation,"Dépôt enterré, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,61169
G24,Dépôt sauvage de déchets,"Dépôt de déchets, Dépôt enterré, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,61044
,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,61169
,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,61169
,Autre,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,61006
,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,61333
,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,61333
L23,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,61098
,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,61015
H13,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,61163
K52,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,61294
H13,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,61001
H,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,61169
H,Pollution due au fonctionnement de l'installation,"Dépôt enterré, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,61145
H,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,61293
C13,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,61497
K52,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,61181
D13,Pollution due au fonctionnement de l'installation,"Dépôt aérien, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,61001
D13,Pollution due au fonctionnement de l'installation,"Dépôt aérien, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,61001
H13,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,61126
E1,Origine accidentelle,"Sol pollué, Pollution non caractérisée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,61297
K52,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,61507
M1,Pollution due au fonctionnement de l'installation,Pollution non caractérisée,", , , , , , , , , , , , , , , , , , , , , , , , , ",,61491
K52,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,61484
L23,,"Dépôt enterré, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,61214
D72,Pollution due au fonctionnement de l'installation,,", , , , , , , , , , , , , , , , , , , , , , , , , ",,61214
H21,Origine accidentelle,"Dépôt enterré, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,61097
K22,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",Surveillance différée en raison de procédure en cours,61440
J51,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,61491
K52,Origine accidentelle,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Surveillance différée en raison de procédure en cours,61456
K52,,,", , , , , , , , , , , , , , , , , , , , , , , , , ",,61345
H13,Pollution due au fonctionnement de l'installation,"Sol pollué, Pollution non caractérisée",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,61079
C13,Pollution due au fonctionnement de l'installation,Pollution non caractérisée,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,61317
B17,Pollution due au fonctionnement de l'installation,,", , , , , , , , , , , , , , , , , , , , , , , , , ",,61345
K52,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,61508
K52,,,", , , , , , , , , , , , , , , , , , , , , , , , , ",,61508
D1,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt de produits divers, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,62276
D1,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,62842
F11,Pollution due au fonctionnement de l'installation,"Dépôt enterré, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,62842
F11,Pollution due au fonctionnement de l'installation,"Dépôt enterré, Dépôt de produits divers, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,62842
D32,Pollution due au fonctionnement de l'installation,"Dépôt enterré, Dépôt de produits divers, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,62895
K36,,"Dépôt de déchets, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,62188
J1,Liquidation ou cessation d'activité,"Dépôt de déchets, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,62224
K3,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,62516
H16,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,62119
J5,,Dépôt de déchets,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,62004
F11,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,62178
F11,Origine accidentelle,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,62510
F11,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,62617
F11,,Dépôt de déchets,", , , , , , , , , , , , , , , , , , , , , , , , , ",,62178
D36,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,62563
D36,Origine accidentelle,"Dépôt de produits divers, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,62510
F11,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,62563
F11,Dépôt sauvage de déchets,,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,62065
D,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,62240
F11,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,62277
D13,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,62627
D13,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,62280
D,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,62277
K3,,Dépôt de déchets,", , , , , , , , , , , , , , , , , , , , , , , , , ",,62864
K22,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,62215
K,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,62250
F11,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,62427
F11,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,62637
D,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,62907
J52,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,62624
D13,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,62193
D,Origine accidentelle,"Dépôt de déchets, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,62193
M1,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt enterré, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,62239
D13,,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,62765
H13,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,62563
J,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,62128
F11,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,62413
J5,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,62560
D3,Origine accidentelle,"Dépôt enterré, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,62193
J53,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,62510
D34,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,62563
K52,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,62193
D13,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,62193
K36,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt enterré",", , , , , , , , , , , , , , , , , , , , , , , , , ",,62566
K,Pollution due au fonctionnement de l'installation,Dépôt de déchets,", , , , , , , , , , , , , , , , , , , , , , , , , ",,62139
H13,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,62361
F11,,Dépôt de déchets,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,62250
K,,Dépôt de déchets,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,62765
K,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,62361
H16,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,62041
J5,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,62753
G22,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,62263
D13,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,62653
I2,,Dépôt de produits divers,", , , , , , , , , , , , , , , , , , , , , , , , , ",,62525
D,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,62523
H13,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",Surveillance différée en raison de procédure en cours,62060
D,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,62895
