code_activite_icpe,origine_pollution,type_pollution,produits,etat_site,code_insee
F32,Autre,"Dépôt enterré, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,59002
E1,Autre,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,59238
J5,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,59172
J5,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,59172
E12,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",Surveillance différée en raison de procédure en cours,59360
,Dépôt sauvage de déchets,"Dépôt de déchets, Dépôt enterré, Pollution non caractérisée",", , , , , , , , , , , , , , , , , , , , , , , , , ",Surveillance différée en raison de procédure en cours,59299
E1,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,59360
K21,Pollution due au fonctionnement de l'installation,"Dépôt enterré, Dépôt de produits divers",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,59173
H15,,,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,59350
J21,Pollution due au fonctionnement de l'installation,Nappe polluée,", , , , , , , , , , , , , , , , , , , , , , , , , ",,59643
J53,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,59279
E1,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,59643
D3,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,59646
C2,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,59279
,,,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,59286
,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Surveillance différée en raison de procédure en cours,59431
,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,59273
,,,", , , , , , , , , , , , , , , , , , , , , , , , , ",,59359
K31,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,59183
,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt enterré, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,59359
B14,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,59271
L23,Pollution due au fonctionnement de l'installation,Nappe polluée,", , , , , , , , , , , , , , , , , , , , , , , , , ",Surveillance différée en raison de procédure en cours,59273
,Liquidation ou cessation d'activité,,", , , , , , , , , , , , , , , , , , , , , , , , , ",,59249
D34,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,59437
D71,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,59512
D72,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,59512
D1,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,59350
L23,Liquidation ou cessation d'activité,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",Surveillance différée en raison de procédure en cours,59571
E13,Liquidation ou cessation d'activité,"Dépôt de déchets, Dépôt de produits divers",", , , , , , , , , , , , , , , , , , , , , , , , , ",Surveillance différée en raison de procédure en cours,59382
H13,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,59136
K36,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,59172
L1,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,59253
K36,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt enterré, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,59345
H13,,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,59484
,,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,59299
L21,,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Surveillance différée en raison de procédure en cours,59526
J53,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,59616
,,Pollution non caractérisée,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,59122
E13,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,59421
,Pollution due au fonctionnement de l'installation,Dépôt de déchets,", , , , , , , , , , , , , , , , , , , , , , , , , ",,59312
L,Autre,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",Surveillance différée en raison de procédure en cours,59365
,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,59249
J53,Liquidation ou cessation d'activité,"Dépôt de déchets, Dépôt de produits divers, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",Surveillance différée en raison de procédure en cours,59484
G15,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,59104
J5,Origine accidentelle,Nappe polluée,", , , , , , , , , , , , , , , , , , , , , , , , , ",,59383
K21,Pollution due au fonctionnement de l'installation,"Dépôt enterré, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,59627
L2,Pollution due au fonctionnement de l'installation,"Sol pollué, Pollution non caractérisée",", , , , , , , , , , , , , , , , , , , , , , , , , ",Surveillance différée en raison de procédure en cours,59008
D5,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,59009
J5,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,59392
J5,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Surveillance différée en raison de procédure en cours,59357
,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,59495
K21,Pollution due au fonctionnement de l'installation,"Dépôt enterré, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,59008
K21,Pollution due au fonctionnement de l'installation,"Dépôt enterré, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,59203
,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,59560
K35,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,59512
G22,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Surveillance différée en raison de procédure en cours,59291
,,Pollution non caractérisée,", , , , , , , , , , , , , , , , , , , , , , , , , ",,59512
,,,", , , , , , , , , , , , , , , , , , , , , , , , , ",,59550
,,,", , , , , , , , , , , , , , , , , , , , , , , , , ",,59482
,,,", , , , , , , , , , , , , , , , , , , , , , , , , ",,59512
,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,59350
,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,59368
,,,", , , , , , , , , , , , , , , , , , , , , , , , , ",,59299
,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,59566
,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,59646
,Pollution due au fonctionnement de l'installation,Nappe polluée,", , , , , , , , , , , , , , , , , , , , , , , , , ",,59279
,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,59286
D,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,59527
,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,59247
,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,59527
E1,Pollution due au fonctionnement de l'installation,Pollution non caractérisée,", , , , , , , , , , , , , , , , , , , , , , , , , ",,59350
,,,", , , , , , , , , , , , , , , , , , , , , , , , , ",,59279
E1,Origine accidentelle,Pollution non caractérisée,", , , , , , , , , , , , , , , , , , , , , , , , , ",,59400
,Liquidation ou cessation d'activité,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,59008
M3,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,59350
E11,Pollution due au fonctionnement de l'installation,Pollution non caractérisée,", , , , , , , , , , , , , , , , , , , , , , , , , ",,59599
D32,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,59650
,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,59017
F32,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,59009
,,,", , , , , , , , , , , , , , , , , , , , , , , , , ",,59350
,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,59350
L23,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,59271
H,Origine accidentelle,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,59350
D72,Pollution due au fonctionnement de l'installation,"Sol pollué, Pollution non caractérisée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,59599
B11,Autre,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,59295
,,,", , , , , , , , , , , , , , , , , , , , , , , , , ",,59183
L2,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,59183
H21,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,59350
H,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,59512
,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,59279
,,,", , , , , , , , , , , , , , , , , , , , , , , , , ",,59350
,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,59527
E2,Liquidation ou cessation d'activité,"Dépôt de produits divers, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60509
,Liquidation ou cessation d'activité,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60684
,,"Dépôt de déchets, Dépôt aérien, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,60120
K,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt aérien",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,60299
J3,Dépôt sauvage de déchets,"Dépôt de déchets, Dépôt aérien, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60088
,,"Dépôt de déchets, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60119
,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60130
D34,Origine accidentelle,Nappe polluée,", , , , , , , , , , , , , , , , , , , , , , , , , ",,60159
,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60175
K22,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt enterré, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60315
K36,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt enterré, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60447
,Origine accidentelle,Nappe polluée,", , , , , , , , , , , , , , , , , , , , , , , , , ",,60471
D,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt aérien, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60537
D44,Dépôt sauvage de déchets,"Dépôt de déchets, Dépôt enterré",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60567
,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60625
K36,,"Dépôt de déchets, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60647
K21,Dépôt sauvage de déchets,"Dépôt de déchets, Dépôt enterré, Dépôt de produits divers",", , , , , , , , , , , , , , , , , , , , , , , , , ",Surveillance différée en raison de procédure en cours,60677
D,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt enterré, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60684
D34,Pollution due au fonctionnement de l'installation,"Dépôt aérien, Dépôt enterré, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60685
H2,,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,60471
J3,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt enterré, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60068
H1,Autre,Nappe polluée,", , , , , , , , , , , , , , , , , , , , , , , , , ",,60689
J3,,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60159
D4,,"Dépôt de déchets, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60537
D33,Pollution due au fonctionnement de l'installation,,", , , , , , , , , , , , , , , , , , , , , , , , , ",,60537
D,,,", , , , , , , , , , , , , , , , , , , , , , , , , ",,60647
H,Origine accidentelle,"Dépôt de déchets, Dépôt de produits divers, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,60173
D42,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60414
H13,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60106
J1,Liquidation ou cessation d'activité,"Dépôt enterré, Dépôt de produits divers",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,60581
,,Pollution non caractérisée,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,60141
,,Pollution non caractérisée,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,60360
,,Pollution non caractérisée,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,60395
,,Pollution non caractérisée,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,60439
,,Pollution non caractérisée,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,60471
,,Pollution non caractérisée,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,60524
J1,Liquidation ou cessation d'activité,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,60509
J1,Liquidation ou cessation d'activité,"Dépôt enterré, Dépôt de produits divers, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60175
J1,Liquidation ou cessation d'activité,"Dépôt enterré, Dépôt de produits divers, Pollution non caractérisée",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,60513
J1,Liquidation ou cessation d'activité,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60612
J1,Liquidation ou cessation d'activité,Dépôt de produits divers,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,60450
J1,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,60176
J1,Liquidation ou cessation d'activité,"Dépôt enterré, Dépôt de produits divers",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60159
D2,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,60057
D2,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,60057
J21,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt enterré, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60395
D32,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt enterré, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,60180
H,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,60088
B14,Origine accidentelle,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,60103
H13,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",Surveillance différée en raison de procédure en cours,60088
,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,60636
D13,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,60057
D13,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60057
,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,60342
H13,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,60395
H13,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60088
G11,Pollution due au fonctionnement de l'installation,Dépôt de déchets,", , , , , , , , , , , , , , , , , , , , , , , , , ",,60063
H13,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,60528
J21,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt de produits divers, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,60395
,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60463
,Pollution due au fonctionnement de l'installation,Nappe polluée,", , , , , , , , , , , , , , , , , , , , , , , , , ",,60007
D72,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60667
D44,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,60333
J3,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60103
D42,Pollution due au fonctionnement de l'installation,Nappe polluée,", , , , , , , , , , , , , , , , , , , , , , , , , ",,60570
D36,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60591
J52,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60616
D44,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60463
H13,,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60360
G24,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60506
H11,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,60342
G14,Liquidation ou cessation d'activité,"Dépôt de déchets, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,60508
D42,Origine accidentelle,Nappe polluée,", , , , , , , , , , , , , , , , , , , , , , , , , ",,60106
D,Origine accidentelle,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60665
,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60057
J33,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60539
H,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,60139
,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt enterré, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60509
J32,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60463
,,,", , , , , , , , , , , , , , , , , , , , , , , , , ",,60284
H13,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,60439
J51,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60471
I11,Pollution due au fonctionnement de l'installation,Pollution non caractérisée,", , , , , , , , , , , , , , , , , , , , , , , , , ",,60584
K31,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60166
,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60156
,Liquidation ou cessation d'activité,"Dépôt de déchets, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60695
,Liquidation ou cessation d'activité,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,60395
,Liquidation ou cessation d'activité,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",Surveillance différée en raison de procédure en cours,60176
,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60463
,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,60531
,,,", , , , , , , , , , , , , , , , , , , , , , , , , ",,60330
,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60175
,,,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,60409
,,,", , , , , , , , , , , , , , , , , , , , , , , , , ",,60086
,,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60106
,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,60156
,,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,60463
,,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,60471
,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,60500
,,,", , , , , , , , , , , , , , , , , , , , , , , , , ",,60513
,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,60103
,,,", , , , , , , , , , , , , , , , , , , , , , , , , ",,60463
,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,60282
,,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60513
,,,", , , , , , , , , , , , , , , , , , , , , , , , , ",,60385
,,,", , , , , , , , , , , , , , , , , , , , , , , , , ",,60542
,,,", , , , , , , , , , , , , , , , , , , , , , , , , ",,60509
,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,60533
,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,60414
,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60360
,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60382
,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,60009
,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,60057
,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,60057
,Origine accidentelle,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60138
,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60151
,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,60245
,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,60513
,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,60584
,,,", , , , , , , , , , , , , , , , , , , , , , , , , ",,60341
,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,60103
,,"Dépôt de déchets, Dépôt enterré",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,61376
,Origine accidentelle,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,61001
,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt enterré",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,61069
K3,Dépôt sauvage de déchets,,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,61376
C13,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,61101
J5,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,61342
