nom site,indicator,Organisme,code zas,Zas,code site,type d'implantation,Polluant,type d'influence,Réglementaire,type d'évaluation,type de valeur,valeur,valeur brute,unité de mesure,taux de saisie,couverture temporelle,couverture de données,code qualité,validité,Latitude,Longitude
HAYANGE-MARSPICH,0.0109890109890109,ATMO GRAND EST,FR44ZAG02,ZAG METZ,FR01059,Périurbaine,PM10,Industrielle,Oui,mesures indicatives,Moy. journalière,12.0,11.5166666667,µg-m3,100.0,100,100.0,A,1,49.3374,6.08207
Haguenau-Place marché aux bestiaux,0.2821917808219178,ATMO GRAND EST,FR44ZRE01,ZR GRAND-EST,FR42011,Urbaine,PM2.5,Fond,Oui,mesures fixes,Moy. journalière,13.0,12.6541666667,µg-m3,100.0,100,100.0,A,1,48.818352,7.786409
Heming,0.0082191780821917,ATMO GRAND EST,FR44ZRE01,ZR GRAND-EST,FR30032,Rurale près des villes,PM10,Industrielle,Oui,mesures fixes,Moy. journalière,24.0,23.5791666667,µg-m3,100.0,100,100.0,A,1,48.694725,6.965275
Hotel Districal,0.0054945054945054,ATMO GRAND EST,FR44ZAG03,ZAG NANCY,FR30016,Urbaine,NO2,Trafic,Oui,mesures fixes,Max. journalier moy. hor.,14.1,14.1,µg-m3,100.0,100,100.0,A,1,48.685856,6.175111
Jean d Aulan,0.1785714285714285,ATMO GRAND EST,FR44ZAR01,ZAR REIMS,FR14012,Urbaine,PM2.5,Fond,Oui,mesures fixes,Moy. journalière,11.0,11.1583333333,µg-m3,100.0,100,100.0,A,1,49.224167,4.020556
Jonville en Woevre,0.2328767123287671,ATMO GRAND EST,FR44ZRE01,ZR GRAND-EST,FR30033,Rurale régionale,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,61.9,61.875,µg-m3,96.0,100,96.0,A,1,49.06583,5.785556
LA TOUR,0.0,ATMO GRAND EST,FR44ZRE01,ZR GRAND-EST,FR14031,Urbaine,PM10,Fond,Oui,mesures fixes,Moy. journalière,11.0,11.2125,µg-m3,100.0,100,100.0,A,1,48.301666,4.076944
Luneville,0.0383561643835616,ATMO GRAND EST,FR44ZRE01,ZR GRAND-EST,FR30026,Urbaine,PM2.5,Trafic,Oui,mesures fixes,Moy. journalière,11.0,11.2105263158,µg-m3,79.0,100,79.0,R,1,48.584824,6.4839
Metz- Pont Grilles,0.0136986301369863,ATMO GRAND EST,FR44ZAG02,ZAG METZ,FR01064,Urbaine,NO2,Trafic,Oui,mesures fixes,Max. journalier moy. hor.,45.5,45.5,µg-m3,100.0,100,100.0,A,1,49.12508,6.181219
Metz-Borny,0.0027397260273972,ATMO GRAND EST,FR44ZAG02,ZAG METZ,FR01012,Urbaine,PM10,Fond,Oui,mesures fixes,Moy. journalière,12.0,11.975,µg-m3,100.0,100,100.0,A,1,49.110283,6.223336
Metz-Centre,0.1644204851752021,ATMO GRAND EST,FR44ZAG02,ZAG METZ,FR01011,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,58.9,58.9,µg-m3,100.0,100,100.0,A,1,49.119442,6.180833
Mulhouse Est,0.2301369863013698,ATMO GRAND EST,FR44ZRE01,ZR GRAND-EST,FR16065,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,64.9,64.85,µg-m3,100.0,100,100.0,A,1,47.723106,7.341603
Mulhouse Nord,0.0328767123287671,ATMO GRAND EST,FR44ZRE01,ZR GRAND-EST,FR16057,Urbaine,PM10,Fond,Oui,mesures fixes,Moy. journalière,21.0,21.075,µg-m3,100.0,100,100.0,A,1,47.757435,7.347294
Mulhouse Sud 2,0.2493150684931507,ATMO GRAND EST,FR44ZRE01,ZR GRAND-EST,FR16066,Urbaine,PM10,Fond,Oui,mesures fixes,Moy. journalière,25.0,25.3791666667,µg-m3,100.0,100,100.0,A,1,47.737415,7.309075
Mulhouse-Briand,0.0986301369863013,ATMO GRAND EST,FR44ZRE01,ZR GRAND-EST,FR16069,Urbaine,NO2,Trafic,Oui,mesures fixes,Max. journalier moy. hor.,102.1,102.1,µg-m3,100.0,100,100.0,A,1,47.747684,7.321364
Nancy-Brabois 2,0.2054794520547945,ATMO GRAND EST,FR44ZAG03,ZAG NANCY,FR30037,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,65.7,65.7,µg-m3,100.0,100,100.0,A,1,48.656944,6.136022
Nancy-Charles III,0.2054794520547945,ATMO GRAND EST,FR44ZAG03,ZAG NANCY,FR30034,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,62.3,62.3,µg-m3,100.0,100,100.0,R,1,48.68817,6.190431
Nancy-Libération,0.0328767123287671,ATMO GRAND EST,FR44ZAG03,ZAG NANCY,FR30036,Urbaine,PM2.5,Trafic,Oui,mesures fixes,Moy. journalière,9.8,9.7625,µg-m3,100.0,100,100.0,A,1,48.69708,6.154194
Neuves-Maisons,0.0383561643835616,ATMO GRAND EST,FR44ZAG03,ZAG NANCY,FR30030,Urbaine,PM10,Industrielle,Oui,mesures fixes,Moy. journalière,21.0,21.2708333333,µg-m3,100.0,100,100.0,A,1,48.614914,6.107672
Nord-Est Alsace,0.2136986301369863,ATMO GRAND EST,FR44ZRE01,ZR GRAND-EST,FR16017,Rurale régionale,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,60.0,59.975,µg-m3,100.0,100,100.0,A,1,48.919357,8.158458
Pont-à-Mousson,0.0082191780821917,ATMO GRAND EST,FR44ZRE01,ZR GRAND-EST,FR01014,Urbaine,PM10,Fond,Oui,mesures indicatives,Moy. journalière,19.0,19.3391304348,µg-m3,96.0,100,96.0,A,1,48.915,6.058336
REVIN,0.1726027397260274,ATMO GRAND EST,FR44ZRE01,ZR GRAND-EST,FR14008,Rurale nationale,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,55.5,55.525,µg-m3,100.0,100,100.0,A,1,49.90778,4.63
Rempart Perrier,0.0465753424657534,ATMO GRAND EST,FR44ZRE01,ZR GRAND-EST,FR14028,Urbaine,PM10,Trafic,Oui,mesures fixes,Moy. journalière,14.0,14.3291666667,µg/m3,100.0,100,100.0,A,1,49.0461,3.955911
SCHOENECK (19),0.0,ATMO GRAND EST,FR44ZRE01,ZR GRAND-EST,FR22019,Périurbaine,PM10,Fond,Oui,mesures fixes,Moy. journalière,16.0,16.3083333333,µg-m3,100.0,100,100.0,A,1,49.220364,6.925833
ST PARRES AUX TERTRE,0.1315068493150684,ATMO GRAND EST,FR44ZRE01,ZR GRAND-EST,FR14032,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,54.9,54.925,µg-m3,100.0,100,100.0,R,1,48.299168,4.117222
STE SAVINE,0.0385674931129476,ATMO GRAND EST,FR44ZRE01,ZR GRAND-EST,FR14033,Urbaine,PM10,Fond,Oui,mesures fixes,Moy. journalière,12.0,11.575,µg-m3,100.0,100,100.0,A,1,48.295002,4.050278
Schlucht,0.1863013698630137,ATMO GRAND EST,FR44ZRE01,ZR GRAND-EST,FR30028,Rurale près des villes,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,77.5,77.45,µg-m3,100.0,100,100.0,A,1,48.051117,7.011114
Scy-Chazelles,0.1643835616438356,ATMO GRAND EST,FR44ZAG02,ZAG METZ,FR01018,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,73.1,73.125,µg-m3,100.0,100,100.0,A,1,49.107502,6.122775
Spicheren(14),0.0,ATMO GRAND EST,FR44ZRE01,ZR GRAND-EST,FR22014,Périurbaine,NO2,Fond,Oui,mesures indicatives,Max. journalier moy. hor.,6.5,6.45,µg-m3,100.0,100,100.0,A,1,49.19539,6.957444
St DIZIER L. Michel,0.1835616438356164,ATMO GRAND EST,FR44ZRE01,ZR GRAND-EST,FR14042,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,65.4,65.4,µg-m3,100.0,100,100.0,A,1,48.645836,4.966111
Station de FORBACH,0.2547945205479452,ATMO GRAND EST,FR44ZRE01,ZR GRAND-EST,FR22054,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,67.6,67.6,µg-m3,96.0,100,96.0,A,1,49.18742,6.910867
Strasbourg A35,0.1095890410958904,ATMO GRAND EST,FR44ZAG01,ZAG STRASBOURG,FR16040,Urbaine,NO2,Trafic,Oui,mesures fixes,Max. journalier moy. hor.,87.9,87.925,µg-m3,100.0,100,100.0,A,1,48.575985,7.727478
Strasbourg A35 Remparts,0.1616438356164383,ATMO GRAND EST,FR44ZAG01,ZAG STRASBOURG,FR16215,Urbaine,NO2,Trafic,Oui,mesures fixes,Max. journalier moy. hor.,95.8,95.775,µg-m3,100.0,100,100.0,A,1,48.588056,7.729722
Strasbourg Clemenceau,0.1315068493150684,ATMO GRAND EST,FR44ZAG01,ZAG STRASBOURG,FR16034,Urbaine,NO2,Trafic,Oui,mesures fixes,Max. journalier moy. hor.,94.6,94.575,µg-m3,100.0,100,100.0,A,1,48.59043,7.744983
Strasbourg Neudorf Ecoquartier Danube,0.0794520547945205,ATMO GRAND EST,FR44ZAG01,ZAG STRASBOURG,FR42010,Urbaine,PM10,Fond,Oui,mesures fixes,Moy. journalière,23.0,23.1416666667,µg-m3,100.0,100,100.0,A,1,48.572808,7.767833
Strasbourg Nord,0.2383561643835616,ATMO GRAND EST,FR44ZAG01,ZAG STRASBOURG,FR16029,Urbaine,PM10,Fond,Oui,mesures fixes,Moy. journalière,23.0,22.7375,µg-m3,100.0,100,100.0,A,1,48.610363,7.781631
Strasbourg Sud 2,0.2445054945054945,ATMO GRAND EST,FR44ZAG01,ZAG STRASBOURG,FR16041,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,49.1,49.1,µg-m3,100.0,100,100.0,A,1,48.5157,7.687819
Thann,0.0027548209366391,ATMO GRAND EST,FR44ZRE01,ZR GRAND-EST,FR16052,Urbaine,SO2,Industrielle,Oui,mesures fixes,Max. journalier moy. hor.,1.6,1.55,µg-m3,100.0,100,100.0,R,1,47.810932,7.105553
Thionville-Centre,0.0246575342465753,ATMO GRAND EST,FR44ZAG02,ZAG METZ,FR01020,Urbaine,NO2,Fond,Oui,mesures fixes,Max. journalier moy. hor.,40.1,40.125,µg-m3,100.0,100,100.0,A,1,49.358337,6.156942
Thionville-Garche,0.260233918128655,ATMO GRAND EST,FR44ZAG02,ZAG METZ,FR01021,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,68.4,68.375,µg-m3,54.0,100,54.0,N,-1,49.394444,6.201392
Thionville-Piscine,0.0,ATMO GRAND EST,FR44ZAG02,ZAG METZ,FR01019,Urbaine,PM10,Fond,Oui,mesures fixes,Moy. journalière,14.0,13.5458333333,µg-m3,100.0,100,100.0,A,1,49.36861,6.160831
Troyes La Tour ,0.0,ATMO GRAND EST,FR44ZRE01,ZR GRAND-EST,FR14031,Urbaine,NO2,Fond,Oui,mesures fixes,Max. journalier moy. hor.,8.6,8.6,µg-m3,100.0,100,100.0,A,1,48.301666,4.076944
Vieux Thann 3,0.0083565459610027,ATMO GRAND EST,FR44ZRE01,ZR GRAND-EST,FR16067,Urbaine,SO2,Fond,Oui,mesures fixes,Max. journalier moy. hor.,1.6,1.625,µg-m3,100.0,100,100.0,R,1,47.80221,7.122844
Vosges du Nord,0.2624309392265193,ATMO GRAND EST,FR44ZRE01,ZR GRAND-EST,FR16031,Rurale régionale,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,67.8,67.8,µg-m3,100.0,100,100.0,A,1,48.85731,7.314175
Arrest,0.1586402266288951,ATMO HAUTS DE FRANCE,FR32ZRE01,ZR HAUTS-DE-FRANCE,FR18039,Rurale régionale,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,73.4,73.43333,µg-m3,100.0,100,100.0,R,1,50.129448,1.610833
Bethune Stade,0.1568627450980392,ATMO HAUTS DE FRANCE,FR32ZAG01,ZAG BLDV,FR28028,Urbaine,PM10,Fond,Oui,mesures fixes,Moy. journalière,11.0,11.2833333333,µg-m3,100.0,100,100.0,A,1,50.535385,2.635692
Boulogne Diderot,0.0301369863013698,ATMO HAUTS DE FRANCE,FR32ZAR01,ZAR COTE-D-OPALE,FR10030,Urbaine,PM10,Trafic,Oui,mesures fixes,Moy. journalière,0.0,0.0,µg-m3,0.0,100,0.0,N,-1,50.717029,1.605913
Calais Berthelot,0.047008547008547,ATMO HAUTS DE FRANCE,FR32ZAR01,ZAR COTE-D-OPALE,FR10016,Urbaine,PM10,Fond,Oui,mesures fixes,Moy. journalière,15.0,15.3583333333,µg-m3,100.0,100,100.0,A,1,50.94729,1.84308
Calais Parmentier,0.1123287671232876,ATMO HAUTS DE FRANCE,FR32ZAR01,ZAR COTE-D-OPALE,FR10026,Urbaine,PM10,Fond,Oui,mesures fixes,Moy. journalière,24.0,23.7208333333,µg-m3,100.0,100,100.0,A,1,50.9578,1.89008
Campagne les B.,0.1101449275362318,ATMO HAUTS DE FRANCE,FR32ZRE01,ZR HAUTS-DE-FRANCE,FR10132,Rurale régionale,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,79.3,79.26667,µg-m3,100.0,100,100.0,R,1,50.61048,1.99145
Cappelle la Grande,0.1123287671232876,ATMO HAUTS DE FRANCE,FR32ZAR01,ZAR COTE-D-OPALE,FR10029,Périurbaine,PM10,Fond,Oui,mesures fixes,Moy. journalière,25.0,24.5666666667,µg-m3,100.0,100,100.0,A,1,50.99594,2.36627
Cartignies,0.1703296703296703,ATMO HAUTS DE FRANCE,FR32ZRE01,ZR HAUTS-DE-FRANCE,FR06133,Rurale près des villes,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,56.4,56.4,µg-m3,100.0,100,100.0,R,1,50.09225,3.85003
Denain Villars,0.1835616438356164,ATMO HAUTS DE FRANCE,FR32ZAG01,ZAG BLDV,FR06011,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,61.8,61.75,µg-m3,100.0,100,100.0,R,1,50.32276,3.39593
Douai Theuriet,0.2054794520547945,ATMO HAUTS DE FRANCE,FR32ZAG01,ZAG BLDV,FR06003,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,59.8,59.75,µg-m3,100.0,100,100.0,R,1,50.37822,3.06586
Faiencerie Creil,0.1988795518207282,ATMO HAUTS DE FRANCE,FR32ZAR03,ZAR CREIL,FR18043,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,58.5,58.45,µg-m3,100.0,100,100.0,R,1,49.259552,2.474397
Grande-synthe,0.0576923076923076,ATMO HAUTS DE FRANCE,FR32ZAR01,ZAR COTE-D-OPALE,FR10034,Urbaine,PM10,Industrielle,Oui,mesures fixes,Moy. journalière,12.0,12.3791666667,µg-m3,100.0,100,100.0,R,1,51.02446,2.30215
Gravelines PC/Drire,0.0301369863013698,ATMO HAUTS DE FRANCE,FR32ZAR01,ZAR COTE-D-OPALE,FR10028,Périurbaine,PM10,Industrielle,Oui,mesures fixes,Moy. journalière,16.0,15.775,µg-m3,100.0,100,100.0,A,1,50.98106,2.14317
Halluin stade,0.1194444444444444,ATMO HAUTS DE FRANCE,FR32ZAG02,ZAG LILLE,FR11026,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,60.6,60.575,µg-m3,50.0,100,50.0,N,-1,50.775482,3.12568
Harnes Serres,0.1754874651810584,ATMO HAUTS DE FRANCE,FR32ZAG01,ZAG BLDV,FR28010,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,58.0,58.0,µg-m3,100.0,100,100.0,R,1,50.44914,2.9
Lens Varsovie,0.0137741046831955,ATMO HAUTS DE FRANCE,FR32ZAG01,ZAG BLDV,FR28115,Urbaine,PM10,Trafic,Oui,mesures fixes,Moy. journalière,11.0,10.525,µg-m3,100.0,100,100.0,A,1,50.428604,2.836111
Lille Leeds,0.0526315789473684,ATMO HAUTS DE FRANCE,FR32ZAG02,ZAG LILLE,FR11007,Urbaine,PM2.5,Trafic,Oui,mesures fixes,Moy. journalière,0.0,0.0,µg-m3,0.0,100,0.0,N,-1,50.6407944,3.074772
Malo-les-Bains,0.0909090909090909,ATMO HAUTS DE FRANCE,FR32ZAR01,ZAR COTE-D-OPALE,FR10004,Urbaine,PM10,Fond,Oui,mesures fixes,Moy. journalière,14.0,14.05,µg-m3,100.0,100,100.0,A,1,51.04858,2.42004
Marcq CTM,0.0056980056980056,ATMO HAUTS DE FRANCE,FR32ZAG02,ZAG LILLE,FR11016,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,71.0,70.96667,µg-m3,100.0,100,100.0,R,1,50.67003,3.07656
Mardyck,0.0358126721763085,ATMO HAUTS DE FRANCE,FR32ZAR01,ZAR COTE-D-OPALE,FR10012,Périurbaine,PM10,Industrielle,Oui,mesures fixes,Moy. journalière,11.0,10.8166666667,µg-m3,100.0,100,100.0,R,1,51.01943,2.25099
Maubeuge Joyeuse,0.1043956043956044,ATMO HAUTS DE FRANCE,FR32ZRE01,ZR HAUTS-DE-FRANCE,FR06007,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,62.2,62.175,µg-m3,100.0,100,100.0,R,1,50.27936,3.97691
Neuilly-Saint-Front,0.1123287671232876,ATMO HAUTS DE FRANCE,FR32ZRE01,ZR HAUTS-DE-FRANCE,FR18057,Rurale régionale,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,57.7,57.7,µg-m3,100.0,100,100.0,R,1,49.174931,3.260819
Noeux-les-Mines,0.1178082191780822,ATMO HAUTS DE FRANCE,FR32ZAG01,ZAG BLDV,FR28033,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,72.7,72.7,µg-m3,100.0,100,100.0,R,1,50.48972,2.66642
Outreau,0.0575342465753424,ATMO HAUTS DE FRANCE,FR32ZAR01,ZAR COTE-D-OPALE,FR10032,Périurbaine,PM10,Fond,Oui,mesures fixes,Moy. journalière,24.0,23.9333333333,µg-m3,100.0,100,100.0,A,1,50.69435,1.57657
P. Roth St Quentin,0.1397260273972602,ATMO HAUTS DE FRANCE,FR32ZRE01,ZR HAUTS-DE-FRANCE,FR18042,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,58.3,58.3,µg-m3,100.0,100,100.0,R,1,49.851334,3.284
Roubaix Serres,0.1232876712328767,ATMO HAUTS DE FRANCE,FR32ZAG02,ZAG LILLE,FR11034,Urbaine,PM10,Trafic,Oui,mesures fixes,Moy. journalière,11.0,10.8260869565,µg-m3,96.0,100,96.0,A,1,50.706535,3.18066
Roye,0.1404494382022472,ATMO HAUTS DE FRANCE,FR32ZRE01,ZR HAUTS-DE-FRANCE,FR18045,Rurale près des villes,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,60.0,60.0,µg-m3,100.0,100,100.0,R,1,49.696697,2.801139
Saint Amand,0.1077348066298342,ATMO HAUTS DE FRANCE,FR32ZAG01,ZAG BLDV,FR06134,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,58.9,58.875,µg-m3,100.0,100,100.0,R,1,50.45647,3.42794
Salouel,0.1123287671232876,ATMO HAUTS DE FRANCE,FR32ZAR02,ZAR AMIENS,FR18035,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,65.6,65.625,µg-m3,100.0,100,100.0,R,1,49.86889,2.239806
Sangatte,0.0630136986301369,ATMO HAUTS DE FRANCE,FR32ZAR01,ZAR COTE-D-OPALE,FR10025,Périurbaine,PM10,Fond,Oui,mesures fixes,Moy. journalière,21.0,21.45,µg-m3,100.0,100,100.0,A,1,50.94989,1.76917
St Omer Ribot,0.0611111111111111,ATMO HAUTS DE FRANCE,FR32ZAR01,ZAR COTE-D-OPALE,FR10041,Urbaine,PM10,Fond,Oui,mesures fixes,Moy. journalière,11.0,11.2291666667,µg-m3,100.0,100,100.0,A,1,50.74823,2.25978
St Pierre Amiens,0.1068493150684931,ATMO HAUTS DE FRANCE,FR32ZAR02,ZAR AMIENS,FR18053,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,64.7,64.65,µg-m3,100.0,100,100.0,R,1,49.901667,2.304597
St Pol mer - cheminots,0.1267217630853994,ATMO HAUTS DE FRANCE,FR32ZAR01,ZAR COTE-D-OPALE,FR10017,Urbaine,PM10,Fond,Oui,mesures fixes,Moy. journalière,23.0,22.7125,µg-m3,100.0,100,100.0,A,1,51.032761,2.332358
St-Laurent-Blangy,0.1294765840220385,ATMO HAUTS DE FRANCE,FR32ZAR04,ZAR ARRAS,FR28022,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,60.4,60.375,µg-m3,100.0,100,100.0,R,1,50.30886,2.807369
TRAF Saint Quent 14,0.0803324099722991,ATMO HAUTS DE FRANCE,FR32ZRE01,ZR HAUTS-DE-FRANCE,FR18080,Urbaine,PM2.5,Trafic,Oui,mesures fixes,Moy. journalière,6.9,6.8818181818,µg-m3,92.0,100,92.0,A,1,49.84282,3.281439
TRAFIC AMIENS,0.0712328767123287,ATMO HAUTS DE FRANCE,FR32ZAR02,ZAR AMIENS,FR18079,Urbaine,PM2.5,Trafic,Oui,mesures fixes,Moy. journalière,8.3,8.3333333333,µg-m3,100.0,100,100.0,A,1,49.87722,2.2825
Tourcoing Houpline,0.2077151335311572,ATMO HAUTS DE FRANCE,FR32ZAG02,ZAG LILLE,FR11038,Urbaine,PM2.5,Fond,Oui,mesures fixes,Moy. journalière,13.0,12.7333333333,µg-m3,38.0,100,38.0,N,-1,50.733333,3.173611
Trafic Beauvais 1,0.0684931506849315,ATMO HAUTS DE FRANCE,FR32ZRE01,ZR HAUTS-DE-FRANCE,FR18089,Urbaine,PM10,Trafic,Oui,mesures fixes,Moy. journalière,18.0,17.7625,µg-m3,100.0,100,100.0,A,1,49.435932,2.084292
Valenciennes Acacias,0.1342465753424657,ATMO HAUTS DE FRANCE,FR32ZAG01,ZAG BLDV,FR06001,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,60.8,60.8,µg-m3,100.0,100,100.0,R,1,50.35853,3.50804
Valenciennes Wallon,0.0858725761772853,ATMO HAUTS DE FRANCE,FR32ZAG01,ZAG BLDV,FR06006,Urbaine,PM10,Trafic,Oui,mesures fixes,Moy. journalière,13.0,12.9958333333,µg-m3,100.0,100,100.0,A,1,50.36425,3.52273
Wattignies,0.1166180758017492,ATMO HAUTS DE FRANCE,FR32ZAG02,ZAG LILLE,FR11114,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,65.3,65.275,µg-m3,42.0,100,42.0,N,-1,50.59774,3.04946
Alençon Météo-France,0.1671232876712328,ATMO NORMANDIE,FR28ZRE02,ZR NORMANDIE,FR21031,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,73.3,73.3,µg-m3,100.0,100,100.0,A,1,48.445553,0.110833
Base loisirs Poses,0.1707988980716253,ATMO NORMANDIE,FR28ZRE02,ZR NORMANDIE,FR25049,Rurale près des villes,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,72.6,72.55,µg-m3,100.0,100,100.0,R,1,49.30487,1.214367
Bures-en-bray,0.0903790087463556,ATMO NORMANDIE,FR28ZRE02,ZR NORMANDIE,FR25050,Rurale régionale,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,76.6,76.6,µg-m3,100.0,100,100.0,A,1,49.78122,1.345083
Caen Chemin-Vert,0.1178082191780822,ATMO NORMANDIE,FR28ZAR02,ZAR CAEN,FR21001,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,75.0,74.95,µg-m3,100.0,100,100.0,A,1,49.19222,-0.391111
Caen Montalivet ,0.0578034682080924,ATMO NORMANDIE,FR28ZAR02,ZAR CAEN,FR21101,Urbaine,PM10,Trafic,Oui,mesures fixes,Moy. journalière,0.0,0.0,µg-m3,0.0,100,0.0,N,-1,49.1798333190825,-0.329750000088734
Caen Vaucelles,0.0,ATMO NORMANDIE,FR28ZAR02,ZAR CAEN,FR21016,Urbaine,PM10,Trafic,Oui,mesures fixes,Moy. journalière,0.0,0.0,µg-m3,0.0,100,0.0,N,-1,49.175278,-0.353611
Caucriauville,0.0301369863013698,ATMO NORMANDIE,FR28ZAR01,ZAR LE-HAVRE,FR05037,Urbaine,SO2,Fond,Oui,mesures fixes,Max. journalier moy. hor.,0.8,0.775,µg-m3,100.0,100,100.0,R,1,49.503906,0.175731
Centre Hospitalier,0.1506849315068493,ATMO NORMANDIE,FR28ZAG01,ZAG ROUEN,FR25043,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,78.3,78.325,µg-m3,100.0,100,100.0,R,1,49.4005,1.099042
Cherbourg Hotel de Ville,0.1013698630136986,ATMO NORMANDIE,FR28ZRE02,ZR NORMANDIE,FR21038,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,78.2,78.2,µg-m3,100.0,100,100.0,A,1,49.64225,-1.624361
Cherbourg PMF,0.0225988700564971,ATMO NORMANDIE,FR28ZRE02,ZR NORMANDIE,FR21039,Urbaine,PM10,Trafic,Oui,mesures fixes,Moy. journalière,0.0,0.0,µg-m3,0.0,100,0.0,N,-1,49.6338888888888,-1.62472222221668
Dieppe Golf,0.2172701949860724,ATMO NORMANDIE,FR28ZRE02,ZR NORMANDIE,FR25055,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,73.8,73.775,µg-m3,100.0,100,100.0,R,1,49.920492,1.047892
Dieppe prox-auto,0.0550964187327823,ATMO NORMANDIE,FR28ZRE02,ZR NORMANDIE,FR25051,Urbaine,PM10,Trafic,Oui,mesures fixes,Moy. journalière,12.0,12.0,µg-m3,100.0,100,100.0,A,1,49.918007,1.073972
Espace du Palais,0.1685082872928177,ATMO NORMANDIE,FR28ZAG01,ZAG ROUEN,FR25036,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,72.7,72.725,µg-m3,92.0,100,92.0,R,1,49.442358,1.093789
Evreux Centre,0.1780821917808219,ATMO NORMANDIE,FR28ZRE02,ZR NORMANDIE,FR25039,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,73.0,73.025,µg-m3,100.0,100,100.0,A,1,49.02134,1.148319
Fécamp,0.1089385474860335,ATMO NORMANDIE,FR28ZRE02,ZR NORMANDIE,FR05088,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,81.5,81.5,µg-m3,100.0,100,100.0,A,1,49.75,0.4159
Gd Couronne Mairie,0.010958904109589,ATMO NORMANDIE,FR28ZAG01,ZAG ROUEN,FR25035,Urbaine,PM10,Industrielle,Oui,mesures fixes,Moy. journalière,15.0,15.05,µg-m3,100.0,100,100.0,A,1,49.358215,1.007853
Gonfreville l Orcher,0.0273972602739726,ATMO NORMANDIE,FR28ZAR01,ZAR LE-HAVRE,FR05083,Urbaine,PM10,Industrielle,Oui,mesures fixes,Moy. journalière,10.0,9.8291666667,µg-m3,100.0,100,100.0,A,1,49.50273,0.232486
Harfleur Ecole Coty,0.0,ATMO NORMANDIE,FR28ZAR01,ZAR LE-HAVRE,FR05070,Urbaine,SO2,Fond,Oui,mesures fixes,Max. journalier moy. hor.,12.4,12.35,µg-m3,100.0,100,100.0,A,1,49.505,0.201694
Honfleur Sce Tech.,0.0646766169154228,ATMO NORMANDIE,FR28ZRE02,ZR NORMANDIE,FR05040,Urbaine,PM10,Fond,Oui,mesures fixes,Moy. journalière,12.0,11.65,µg-m3,100.0,100,100.0,A,1,49.415108,0.2437
