nom site,SOMO35 Subscore_x,Organisme,code zas,Zas,code site,type d'implantation,Polluant,type d'influence,Réglementaire,type d'évaluation,type de valeur,valeur,valeur brute,unité de mesure,taux de saisie,couverture temporelle,couverture de données,code qualité,validité,Latitude,Longitude
BRIVE - Dalton,4727.4,ATMO NOUVELLE-AQUITAINE,FR75ZRE02,ZR NOUVELLE-AQUITAINE,FR35004,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,72.2,72.225,µg-m3,100.0,100,100.0,R,1,45.158738,1.537259
Biarritz-hippodrome,5223.5,ATMO NOUVELLE-AQUITAINE,FR75ZAG02,ZAG BAYONNE,FR31043,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,78.6,78.575,µg-m3,100.0,100,100.0,R,1,43.470237,-1.553876
DAX,4028.7,ATMO NOUVELLE-AQUITAINE,FR75ZRE02,ZR NOUVELLE-AQUITAINE,FR31036,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,72.9,72.875,µg-m3,100.0,100,100.0,A,1,43.704643,-1.038557
GRAND PARC,5876.2,ATMO NOUVELLE-AQUITAINE,FR75ZAG01,ZAG BORDEAUX,FR31001,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,47.3,47.325,µg-m3,100.0,100,100.0,A,1,44.86121,-0.58037
GUERET - Nicolas,5244.7,ATMO NOUVELLE-AQUITAINE,FR75ZRE02,ZR NOUVELLE-AQUITAINE,FR35005,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,75.6,75.625,µg-m3,100.0,100,100.0,R,1,46.17362,1.873024
LA NOUAILLE - MERA,5501.2,ATMO NOUVELLE-AQUITAINE,FR75ZRE02,ZR NOUVELLE-AQUITAINE,FR35012,Rurale nationale,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,74.8,74.775,µg-m3,100.0,100,100.0,A,1,45.80509,2.062333
LABASTIDE CEZERACQ,5279.5,ATMO NOUVELLE-AQUITAINE,FR75ZRE02,ZR NOUVELLE-AQUITAINE,FR31021,Rurale près des villes,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,81.0,80.95,µg-m3,100.0,100,100.0,A,1,43.376279,-0.538206
LE TEMPLE,5597.6,ATMO NOUVELLE-AQUITAINE,FR75ZRE02,ZR NOUVELLE-AQUITAINE,FR31008,Rurale régionale,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,60.2,60.175,µg-m3,100.0,100,100.0,R,1,44.86581,-0.94
LIMOGES - BERLAND,4488.6,ATMO NOUVELLE-AQUITAINE,FR75ZAR01,ZAR LIMOGES,FR35027,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,68.7,68.65,µg-m3,100.0,100,100.0,A,1,45.842204,1.259689
Les Couronneries,5487.6,ATMO NOUVELLE-AQUITAINE,FR75ZRE02,ZR NOUVELLE-AQUITAINE,FR09015,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,65.5,65.5,µg-m3,100.0,100,100.0,A,1,46.586958,0.358458
MONT-DE-MARSAN - MIDOUZE,4349.1,ATMO NOUVELLE-AQUITAINE,FR75ZRE02,ZR NOUVELLE-AQUITAINE,FR31055,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,78.3,78.275,µg-m3,38.0,100,38.0,N,-1,43.888972,-0.507028
Niort Venise,5378.8,ATMO NOUVELLE-AQUITAINE,FR75ZRE02,ZR NOUVELLE-AQUITAINE,FR09303,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,67.8,67.8,µg-m3,100.0,100,100.0,A,1,46.320028,-0.482861
PALAIS S/ V.- Garros,4353.4,ATMO NOUVELLE-AQUITAINE,FR75ZAR01,ZAR LIMOGES,FR35007,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,66.0,66.025,µg-m3,100.0,100,100.0,A,1,45.873311,1.307916
PERIGUEUX,5314.4,ATMO NOUVELLE-AQUITAINE,FR75ZRE02,ZR NOUVELLE-AQUITAINE,FR31033,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,63.6,63.6,µg-m3,100.0,100,100.0,A,1,45.189825,0.727184
Poitiers Centre  Augouard,4319.2,ATMO NOUVELLE-AQUITAINE,FR75ZRE02,ZR NOUVELLE-AQUITAINE,FR09404,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,63.7,63.7,µg-m3,100.0,100,100.0,R,1,46.583998,0.345582
SAINT-CROUTS,4947.0,ATMO NOUVELLE-AQUITAINE,FR75ZAG02,ZAG BAYONNE,FR31016,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,78.3,78.275,µg-m3,100.0,100,100.0,R,1,43.47982,-1.489157
ST JUNIEN - Fontaine,5583.5,ATMO NOUVELLE-AQUITAINE,FR75ZRE02,ZR NOUVELLE-AQUITAINE,FR35002,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,67.8,67.75,µg-m3,100.0,100,100.0,R,1,45.884851,0.898431
Square Pablo Casals,4059.8,ATMO NOUVELLE-AQUITAINE,FR75ZRE02,ZR NOUVELLE-AQUITAINE,FR09103,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,60.9,60.85,µg-m3,100.0,100,100.0,A,1,45.647428,0.167162
TALENCE,5457.3,ATMO NOUVELLE-AQUITAINE,FR75ZAG01,ZAG BORDEAUX,FR31002,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,66.4,66.4,µg-m3,38.0,100,38.0,N,-1,44.800462,-0.589398
TULLE - Hugo,5249.5,ATMO NOUVELLE-AQUITAINE,FR75ZRE02,ZR NOUVELLE-AQUITAINE,FR35006,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,66.8,66.775,µg-m3,100.0,100,100.0,A,1,45.262665,1.762752
Zoodyssée Chizé,4171.6,ATMO NOUVELLE-AQUITAINE,FR75ZRE02,ZR NOUVELLE-AQUITAINE,FR09302,Rurale régionale,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,68.6,68.6,µg-m3,96.0,100,96.0,R,1,46.143234,-0.395913
place de VERDUN,3724.0,ATMO NOUVELLE-AQUITAINE,FR75ZRE02,ZR NOUVELLE-AQUITAINE,FR09003,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,72.0,72.025,µg-m3,100.0,100,100.0,A,1,46.162647,-1.153684
Agathois-piscénois,7506.3,ATMO OCCITANIE,FR76ZRE01,ZR OCCITANIE,FR08022,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,90.8,90.8,µg-m3,100.0,100,100.0,A,1,43.2875,3.50484
BELESTA EN LAURAGAIS,6105.4,ATMO OCCITANIE,FR76ZRE01,ZR OCCITANIE,FR12031,Rurale régionale,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,77.1,77.1,µg-m3,100.0,100,100.0,A,1,43.44139,1.821944
Biterrois-Narbonnais,7453.8,ATMO OCCITANIE,FR76ZRE01,ZR OCCITANIE,FR08023,Rurale régionale,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,80.9,80.9,µg-m3,100.0,100,100.0,R,1,43.4068,3.18878
ECOLE M.JACQUIER,6155.2,ATMO OCCITANIE,FR76ZAG01,ZAG TOULOUSE,FR12004,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,76.7,76.65,µg-m3,100.0,100,100.0,A,1,43.575694,1.418064
GAUDONVILLE,6105.0,ATMO OCCITANIE,FR76ZRE01,ZR OCCITANIE,FR12029,Rurale régionale,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,63.4,63.4,µg-m3,100.0,100,100.0,A,1,43.883933,0.845617
Gard Rhodanien2,8741.3,ATMO OCCITANIE,FR76ZRE01,ZR OCCITANIE,FR08209,Rurale près des villes,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,69.0,69.025,µg-m3,100.0,100,100.0,R,1,43.9426,4.67958
LOURDES LAPACCA,5620.5,ATMO OCCITANIE,FR76ZRE01,ZR OCCITANIE,FR12042,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,84.5,84.525,µg-m3,100.0,100,100.0,A,1,43.096247,-0.040497
Montauban,5469.599999999999,ATMO OCCITANIE,FR76ZRE01,ZR OCCITANIE,FR50060,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,55.9,55.875,µg-m3,100.0,100,100.0,R,1,44.01285657,1.37530522
Montpellier Prés d'Arènes,4370.8,ATMO OCCITANIE,FR76ZAG02,ZAG MONTPELLIER,FR08016,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,84.1,84.05,µg-m3,100.0,100,100.0,R,1,43.5915,3.88681
Montpellier Périurbaine Sud (Lattes),8582.3,ATMO OCCITANIE,FR76ZAG02,ZAG MONTPELLIER,FR08017,Périurbaine,O3,Fond,Oui,mesures indicatives,Max. journalier moy. hor.,83.4,83.375,µg-m3,96.0,100,96.0,R,1,43.5705,3.9118
Montpellier St Gely,8040.2,ATMO OCCITANIE,FR76ZAG02,ZAG MONTPELLIER,FR08018,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,79.7,79.675,µg-m3,100.0,100,100.0,A,1,43.6926,3.80021
Nimes Gauzy,7457.9,ATMO OCCITANIE,FR76ZAR02,ZAR NIMES,FR08614,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,71.5,71.475,µg-m3,100.0,100,100.0,A,1,43.8344,4.3744
Nimes La Calmette,7614.9,ATMO OCCITANIE,FR76ZAR02,ZAR NIMES,FR08617,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,71.2,71.175,µg-m3,100.0,100,100.0,R,1,43.9254,4.26581
PEYRUSSE,4742.0,ATMO OCCITANIE,FR76ZRE01,ZR OCCITANIE,FR12020,Rurale nationale,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,53.9,53.875,µg-m3,100.0,100,100.0,A,1,43.6287,0.179069
Perpignan Les Carmes,6911.6,ATMO OCCITANIE,FR76ZAR01,ZAR PERPIGNAN,FR08714,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,45.4,45.425,µg-m3,100.0,100,100.0,A,1,42.6955,2.90053
Perpignan St Esteve,7513.2,ATMO OCCITANIE,FR76ZAR01,ZAR PERPIGNAN,FR08712,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,47.7,47.65,µg-m3,100.0,100,100.0,R,1,42.7198,2.83988
Rodez,6690.4,ATMO OCCITANIE,FR76ZRE01,ZR OCCITANIE,FR12095,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,82.0,82.025,µg-m3,100.0,100,100.0,A,1,44.35699225,2.57070422
SICOVAL,6383.5,ATMO OCCITANIE,FR76ZAG01,ZAG TOULOUSE,FR12041,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,75.7,75.675,µg-m3,100.0,100,100.0,R,1,43.457306,1.571469
Stade Travet CASTRES,7214.9,ATMO OCCITANIE,FR76ZRE01,ZR OCCITANIE,FR12053,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,81.2,81.225,µg-m3,100.0,100,100.0,R,1,43.610497,2.23015
Tarbes lycée Dupuy,5337.5,ATMO OCCITANIE,FR76ZRE01,ZR OCCITANIE,FR12052,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,64.5,64.45,µg-m3,96.0,100,96.0,A,1,43.230297,0.062339
Toulouse Berthelot,6164.4,ATMO OCCITANIE,FR76ZAG01,ZAG TOULOUSE,FR12030,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,71.4,71.425,µg-m3,100.0,100,100.0,A,1,43.587344,1.444003
AIX PLATANES,9799.5,ATMO SUD,FR93ZAG01,ZAG MARSEILLE-AIX,FR03048,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,68.9,68.925,µg-m3,100.0,100,100.0,R,1,43.555777,5.461232
ANTIBES JEAN MOULIN,9288.1,ATMO SUD,FR93ZAG02,ZAG NICE,FR24007,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,43.6,43.575,µg-m3,100.0,100,100.0,R,1,43.598803,7.093153
APT,7510.2,ATMO SUD,FR93ZRE02,ZR PROVENCE-ALPES-COTE-D-AZUR,FR03086,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,64.5,64.45,µg-m3,100.0,100,100.0,R,1,43.88012,5.362038
AUBAGNE LES PASSONS,9659.0,ATMO SUD,FR93ZAG01,ZAG MARSEILLE-AIX,FR03032,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,72.2,72.175,µg-m3,100.0,100,100.0,R,1,43.293138,5.574184
AVIGNON   MAIRIE,8122.5,ATMO SUD,FR93ZAG04,ZAG AVIGNON,FR03080,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,57.3,57.3,µg-m3,100.0,100,100.0,R,1,43.949673,4.804341
Arles,6566.3,ATMO SUD,FR93ZRE02,ZR PROVENCE-ALPES-COTE-D-AZUR,FR02022,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,67.0,66.95,µg-m3,100.0,100,100.0,R,1,43.675114,4.62921
BRIGNOLES,10104.7,ATMO SUD,FR93ZRE02,ZR PROVENCE-ALPES-COTE-D-AZUR,FR03067,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,54.6,54.575,µg-m3,100.0,100,100.0,R,1,43.398731,6.075611
Berre l'Etang,10091.9,ATMO SUD,FR93ZAG01,ZAG MARSEILLE-AIX,FR02001,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,70.7,70.7,µg-m3,100.0,100,100.0,R,1,43.486234,5.171939
CANNES BROUSSAILLES,9107.9,ATMO SUD,FR93ZAG02,ZAG NICE,FR24009,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,44.6,44.575,µg-m3,100.0,100,100.0,R,1,43.558389,7.005919
CARPENTRAS,9316.2,ATMO SUD,FR93ZAG04,ZAG AVIGNON,FR03088,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,66.8,66.76667,µg-m3,100.0,100,100.0,R,1,44.060347,5.067413
CIANS,9641.3,ATMO SUD,FR93ZRE02,ZR PROVENCE-ALPES-COTE-D-AZUR,FR24014,Rurale régionale,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,51.7,51.7,µg-m3,100.0,100,100.0,R,1,44.094688,6.988978
Cheiron,11674.4,ATMO SUD,FR93ZRE02,ZR PROVENCE-ALPES-COTE-D-AZUR,FR24040,Rurale régionale,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,69.2,69.15,µg-m3,100.0,100,100.0,R,1,43.791911,7.048276
ESTEREL,8262.7,ATMO SUD,FR93ZRE02,ZR PROVENCE-ALPES-COTE-D-AZUR,FR03070,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,61.7,61.65,µg-m3,100.0,100,100.0,R,1,43.437874,6.76839
GAP COMMANDERIE,5413.7,ATMO SUD,FR93ZRE02,ZR PROVENCE-ALPES-COTE-D-AZUR,FR24033,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,44.9,44.85,µg-m3,100.0,100,100.0,R,1,44.555193,6.073015
Istres,8428.1,ATMO SUD,FR93ZAG01,ZAG MARSEILLE-AIX,FR02012,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,65.9,65.9,µg-m3,100.0,100,100.0,R,1,43.506149,4.982898
LA VALETTE/LA GARDE,7151.7,ATMO SUD,FR93ZAG03,ZAG TOULON,FR03064,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,60.0,59.975,µg-m3,100.0,100,100.0,R,1,43.135902,6.011513
Le Casset2,11062.4,ATMO AUVERGNE-RHÔNE-ALPES,FR93ZRE02,ZR PROVENCE-ALPES-COTE-D-AZUR,FR15031,Rurale nationale,O3,Fond,Oui,mesures indicatives,Max. journalier moy. hor.,68.4,68.35,µg-m3,100.0,100,100.0,A,1,44.997,6.4694
MANOSQUE,8766.3,ATMO SUD,FR93ZRE02,ZR PROVENCE-ALPES-COTE-D-AZUR,FR24018,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,73.3,73.3,µg-m3,100.0,100,100.0,R,1,43.835784,5.786131
MARSEILLE 5 AVENUES,7138.3,ATMO SUD,FR93ZAG01,ZAG MARSEILLE-AIX,FR03043,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,64.6,64.6,µg-m3,100.0,100,100.0,R,1,43.305287,5.394716
Martigues P. Central,9719.5,ATMO SUD,FR93ZAG01,ZAG MARSEILLE-AIX,FR02004,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,72.8,72.825,µg-m3,100.0,100,100.0,R,1,43.416661,5.042731
NICE ARSON,9181.9,ATMO SUD,FR93ZAG02,ZAG NICE,FR24036,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,48.7,48.675,µg-m3,100.0,100,100.0,R,1,43.702075,7.286256
NICE OUEST BOTANIQUE,9883.1,ATMO SUD,FR93ZAG02,ZAG NICE,FR24011,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,51.1,51.125,µg-m3,100.0,100,100.0,R,1,43.685188,7.211174
Obs Haute-Provence,9589.9,ATMO SUD,FR93ZRE02,ZR PROVENCE-ALPES-COTE-D-AZUR,FR24039,Rurale près des villes,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,66.4,66.425,µg-m3,100.0,100,100.0,R,1,43.933476,5.711809
PLAN AUPS/STE  BAUME,10591.8,ATMO SUD,FR93ZRE02,ZR PROVENCE-ALPES-COTE-D-AZUR,FR03027,Rurale près des villes,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,70.4,70.35,µg-m3,100.0,100,100.0,R,1,43.335201,5.727365
SALON,8891.3,ATMO SUD,FR93ZAG01,ZAG MARSEILLE-AIX,FR02041,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,63.7,63.65,µg-m3,100.0,100,100.0,R,1,43.639002,5.101097
Sausset les Pins,9285.4,ATMO SUD,FR93ZAG01,ZAG MARSEILLE-AIX,FR02021,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,73.4,73.35,µg-m3,100.0,100,100.0,R,1,43.331245,5.117696
TOULON CLARET,8536.4,ATMO SUD,FR93ZAG03,ZAG TOULON,FR03071,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,68.9,68.925,µg-m3,100.0,100,100.0,R,1,43.131113,5.924184
VALLEE HUVEAUNE,8915.4,ATMO SUD,FR93ZAG01,ZAG MARSEILLE-AIX,FR03037,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,72.2,72.225,µg-m3,100.0,100,100.0,R,1,43.283341,5.511384
Blois nord,6109.5,LIG'AIR,FR24ZAR02,ZAR BLOIS,FR34061,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,64.3,64.275,µg-m3,100.0,100,100.0,R,1,47.594256,1.302667
Chateauroux Sud,5388.7,LIG'AIR,FR24ZRE02,ZR CENTRE-VAL-DE-LOIRE,FR34051,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,71.0,71.0,µg-m3,100.0,100,100.0,A,1,46.798278,1.693139
Dreux Centre,5570.1,LIG'AIR,FR24ZRE02,ZR CENTRE-VAL-DE-LOIRE,FR34046,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,67.5,67.5,µg-m3,100.0,100,100.0,A,1,48.729694,1.358472
Faverolles,4984.5,LIG'AIR,FR24ZRE02,ZR CENTRE-VAL-DE-LOIRE,FR34054,Rurale régionale,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,65.7,65.7,µg-m3,100.0,100,100.0,A,1,47.170167,1.409694
Fulbert,5433.3,LIG'AIR,FR24ZRE02,ZR CENTRE-VAL-DE-LOIRE,FR34041,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,59.3,59.325,µg-m3,100.0,100,100.0,A,1,48.444417,1.510139
Joué lès Tours,4648.1,LIG'AIR,FR24ZAG01,ZAG TOURS,FR34024,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,58.7,58.7,µg-m3,100.0,100,100.0,A,1,47.344139,0.653778
La_Source-CNRS,5757.3,LIG'AIR,FR24ZAG02,ZAG ORLEANS,FR34029,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,68.1,68.075,µg-m3,100.0,100,100.0,A,1,47.83775,1.944667
Leblanc,5111.0,LIG'AIR,FR24ZRE02,ZR CENTRE-VAL-DE-LOIRE,FR34032,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,65.0,65.025,µg-m3,100.0,100,100.0,A,1,47.082778,2.405333
Marigny-les-usages,4658.5,LIG'AIR,FR24ZAG02,ZAG ORLEANS,FR34017,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,64.5,64.5,µg-m3,100.0,100,100.0,A,1,47.958972,2.009278
Montargis Fond,0.0,LIG'AIR,FR24ZRE02,ZR CENTRE-VAL-DE-LOIRE,FR34065,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,55.3,55.325,µg-m3,100.0,100,100.0,A,1,47.996994,2.731511
Montargis Fond 2,4540.5,LIG'AIR,FR24ZRE02,ZR CENTRE-VAL-DE-LOIRE,FR34066,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,60.8,60.75,µg-m3,54.0,100,54.0,N,-1,48.00145,2.72618
Montierchaume,5208.2,LIG'AIR,FR24ZRE02,ZR CENTRE-VAL-DE-LOIRE,FR34056,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,69.8,69.775,µg-m3,100.0,100,100.0,A,1,46.864528,1.771944
Oysonville,5371.8,LIG'AIR,FR24ZRE02,ZR CENTRE-VAL-DE-LOIRE,FR34043,Rurale régionale,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,56.7,56.725,µg-m3,100.0,100,100.0,A,1,48.391139,1.955611
Tours péri-urbaine,5388.0,LIG'AIR,FR24ZAG01,ZAG TOURS,FR34026,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,65.1,65.1,µg-m3,100.0,100,100.0,A,1,47.46925,0.717333
Verneuil,5614.4,LIG'AIR,FR24ZRE02,ZR CENTRE-VAL-DE-LOIRE,FR34038,Rurale nationale,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,69.0,69.0,µg-m3,100.0,100,100.0,A,1,46.814694,2.610069
AJACCIO CANETTO,4971.0,QUALITAIR CORSE,FR94ZAR01,ZAR AJACCIO,FR41001,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,40.2,40.15,µg-m3,96.0,100,96.0,R,1,41.924694,8.735694
AJACCIO PIATANICCIA,6411.8,QUALITAIR CORSE,FR94ZAR01,ZAR AJACCIO,FR41003,Périurbaine,O3,Industrielle,Oui,mesures fixes,Max. journalier moy. hor.,42.0,41.975,µg-m3,100.0,100,100.0,R,1,41.958028,8.820278
AJACCIO SPOSATA,7667.3,QUALITAIR CORSE,FR94ZAR01,ZAR AJACCIO,FR41007,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,46.6,46.6,µg-m3,100.0,100,100.0,R,1,41.949222,8.757583
BASTIA GIRAUD,7647.0,QUALITAIR CORSE,FR94ZAR02,ZAR BASTIA,FR41002,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,58.8,58.75,µg-m3,100.0,100,100.0,R,1,42.697917,9.446417
BASTIA LA MARANA,7900.9,QUALITAIR CORSE,FR94ZAR02,ZAR BASTIA,FR41004,Périurbaine,O3,Industrielle,Oui,mesures fixes,Max. journalier moy. hor.,70.7,70.65,µg-m3,100.0,100,100.0,R,1,42.535833,9.475972
BASTIA MONTESORO,10165.3,QUALITAIR CORSE,FR94ZAR02,ZAR BASTIA,FR41017,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,67.2,67.225,µg-m3,100.0,100,100.0,R,1,42.671333,9.434639
VENACO,7643.3,QUALITAIR CORSE,FR94ZRE01,ZR CORSE,FR41024,Rurale régionale,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,62.1,62.05,µg-m3,100.0,100,100.0,R,1,42.236028,9.190028
